date,Production(KWh),Consumption(KWh)
2023-10-24 0:00:00,8.044883,0.0
2023-10-24 1:00:00,7.3864484,0.0
2023-10-24 2:00:00,7.133256,0.0
2023-10-24 3:00:00,7.206341,0.0
2023-10-24 4:00:00,7.399601,0.0
2023-10-24 5:00:00,7.540139,0.0
2023-10-24 6:00:00,7.761319,0.0
2023-10-24 7:00:00,7.786778,0.27152488
2023-10-24 8:00:00,8.007622,6.7748003
2023-10-24 9:00:00,8.500581,25.22925
2023-10-24 10:00:00,9.231793,34.659775
2023-10-24 11:00:00,9.967705,39.7184
2023-10-24 12:00:00,10.844491,40.90225
2023-10-24 13:00:00,11.401941,41.4485
2023-10-24 14:00:00,11.463695,38.066273
2023-10-24 15:00:00,11.453681,31.194675
2023-10-24 16:00:00,12.807918,19.646801
2023-10-24 17:00:00,12.994991,5.7095757
2023-10-24 18:00:00,12.785268,0.038449664
2023-10-24 19:00:00,12.511289,0.0
2023-10-24 20:00:00,11.9349785,0.0
2023-10-24 21:00:00,11.364161,0.0
2023-10-24 22:00:00,10.510238,0.0
2023-10-24 23:00:00,9.855838,0.0
