date,Production(KWh),Consumption(KWh)
2023-10-29 0:00:00,0.0,9.25
2023-10-29 1:00:00,0.0,8.82
2023-10-29 2:00:00,0.0,8.34
2023-10-29 3:00:00,0.0,7.94
2023-10-29 4:00:00,0.0,7.62
2023-10-29 5:00:00,0.0,7.48
2023-10-29 6:00:00,0.0,7.6
2023-10-29 7:00:00,1.36,7.91
2023-10-29 8:00:00,3.5,7.91
2023-10-29 9:00:00,21.32,7.8
2023-10-29 10:00:00,34.86,7.88
2023-10-29 11:00:00,38.26,7.97
2023-10-29 12:00:00,38.97,7.9
2023-10-29 13:00:00,38.11,7.95
2023-10-29 14:00:00,34.07,8.03
2023-10-29 15:00:00,25.67,7.91
2023-10-29 16:00:00,14.02,7.89
2023-10-29 17:00:00,1.82,7.99
2023-10-29 18:00:00,0.0,7.78
2023-10-29 19:00:00,0.0,7.37
2023-10-29 20:00:00,0.0,7.22
2023-10-29 21:00:00,0.0,7.12
2023-10-29 22:00:00,0.0,7.06
2023-10-29 23:00:00,0.0,7.12
