date,Production(KWh),Consumption(KWh)
2023-08-21 0:00:00,0.0,7.37
2023-08-21 1:00:00,0.0,7.38
2023-08-21 2:00:00,0.0,7.3
2023-08-21 3:00:00,0.0,7.29
2023-08-21 4:00:00,0.0,7.31
2023-08-21 5:00:00,0.0,7.15
2023-08-21 6:00:00,1.01,6.97
2023-08-21 7:00:00,11.84,7.0
2023-08-21 8:00:00,12.78,7.02
2023-08-21 9:00:00,32.71,7.04
2023-08-21 10:00:00,18.89,7.44
2023-08-21 11:00:00,27.4,11.69
2023-08-21 12:00:00,41.24,11.67
2023-08-21 13:00:00,41.81,11.47
2023-08-21 14:00:00,39.88,11.56
2023-08-21 15:00:00,26.01,11.41
2023-08-21 16:00:00,8.01,11.4
2023-08-21 17:00:00,6.24,11.6
2023-08-21 18:00:00,2.15,11.44
2023-08-21 19:00:00,0.74,10.76
2023-08-21 20:00:00,0.0,9.77
2023-08-21 21:00:00,0.0,8.81
2023-08-21 22:00:00,0.0,8.32
2023-08-21 23:00:00,0.0,8.14
