date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W),State of Charge(%)
2020-03-23 0:0:00,1.6,0.0,0.0,2.07,0.0,0.47,69.0
2020-03-23 0:15:00,2.17,1.5600000000000005,0.0,30.610000000000003,0.0,30.000000000000004,69.0
2020-03-23 0:30:00,0.0,1.8000000000000007,0.0,24.929999999999993,0.0,26.730000000000004,69.0
2020-03-23 0:45:00,0.0,1.8000000000000007,0.0,29.84,0.0,31.640000000000004,69.0
2020-03-23 1:0:00,0.0,1.8000000000000007,0.0,31.020000000000003,0.0,32.82,69.0
2020-03-23 1:15:00,0.0,544.0600000000001,0.0,30.58,0.0,574.6400000000001,69.0
2020-03-23 1:30:00,0.0,625.0500000000001,0.0,31.550000000000004,0.0,656.6,73.0
2020-03-23 1:45:00,0.0,625.0500000000001,0.0,28.089999999999996,0.0,653.14,78.0
2020-03-23 2:0:00,0.0,625.0500000000001,0.0,35.339999999999996,0.0,660.3900000000002,85.0
2020-03-23 2:15:00,0.0,625.0500000000001,0.0,27.62,0.0,652.6699999999998,91.0
2020-03-23 2:30:00,0.0,176.60000000000002,0.0,27.2,0.0,203.8,97.0
2020-03-23 2:45:00,0.0,50.069999999999986,0.0,34.50000000000001,0.0,84.57000000000001,97.0
2020-03-23 3:0:00,0.0,1.8000000000000007,0.0,46.160000000000004,0.0,47.959999999999994,100.0
2020-03-23 3:15:00,0.0,2.6750000000000003,0.0,106.72500000000001,0.0,109.40000000000002,100.0
2020-03-23 3:30:00,0.0,1.8000000000000007,0.0,63.55999999999999,0.0,65.36,100.0
2020-03-23 3:45:00,0.0,1.8000000000000007,0.0,72.17999999999999,0.0,73.97999999999999,100.0
2020-03-23 4:0:00,0.0,1.8000000000000007,0.0,79.50000000000001,0.0,81.3,100.0
2020-03-23 4:15:00,0.0,1.8000000000000007,0.0,49.71000000000001,0.0,51.51,100.0
2020-03-23 4:30:00,0.0,1.8000000000000007,0.0,363.19,0.0,364.99,100.0
2020-03-23 4:45:00,0.0,1.8000000000000007,0.0,66.81,0.0,68.61000000000001,100.0
2020-03-23 5:0:00,0.0,1.8000000000000007,0.0,51.46,0.0,53.260000000000005,100.0
2020-03-23 5:15:00,0.0,1.8000000000000007,0.0,69.46,0.0,71.26,100.0
2020-03-23 5:30:00,0.0,1.8000000000000007,0.0,65.26,0.0,67.05999999999999,100.0
2020-03-23 5:45:00,0.0,1.8000000000000007,0.0,110.16,0.0,111.96,100.0
2020-03-23 6:0:00,0.0,1.8000000000000007,0.0,566.17,0.0,567.97,100.0
2020-03-23 6:15:00,0.0,1.8000000000000007,0.0,260.33,0.0,262.12999999999994,100.0
2020-03-23 6:30:00,0.0,1.8000000000000007,0.0,173.46000000000004,0.0,175.26,100.0
2020-03-23 6:45:00,0.0,1.8000000000000007,0.0,128.10999999999999,0.0,129.90999999999997,100.0
2020-03-23 7:0:00,0.0,1.83,0.0,119.97,0.0,121.8,100.0
2020-03-23 7:15:00,82.97999999999999,0.38,0.0,137.32999999999998,0.0,54.73000000000002,100.0
2020-03-23 7:30:00,98.63,0.0,12.06,125.35,0.0,14.659999999999998,99.0
2020-03-23 7:45:00,212.31,0.0,13.800000000000002,243.38,1.6400000000000001,18.91,97.0
2020-03-23 8:0:00,61.65,0.0,19.0,91.74,0.45,11.54,95.0
2020-03-23 8:15:00,110.01999999999998,0.0,24.23,149.16,0.0,14.91,94.0
2020-03-23 8:30:00,70.10999999999999,0.91,34.8,122.34,0.07,18.41,92.0
2020-03-23 8:45:00,68.57000000000001,0.16999999999999998,35.31,121.22999999999999,0.0,17.519999999999996,91.0
2020-03-23 9:0:00,115.90000000000002,1.4500000000000002,52.06,180.58,0.26,14.329999999999998,90.0
2020-03-23 9:15:00,16.91,5.2299999999999995,67.21999999999998,84.71000000000001,1.8699999999999999,7.68,88.0
