date,Production(KWh),Consumption(KWh)
2023-08-24 0:00:00,0.0,7.6
2023-08-24 1:00:00,0.0,7.0
2023-08-24 2:00:00,0.0,6.7
2023-08-24 3:00:00,0.0,6.7
2023-08-24 4:00:00,0.0,6.7
2023-08-24 5:00:00,0.0,7.0
2023-08-24 6:00:00,1.0,7.5
2023-08-24 7:00:00,3.6,7.9
2023-08-24 8:00:00,15.9,5.9
2023-08-24 9:00:00,27.8,6.9
2023-08-24 10:00:00,28.3,8.0
2023-08-24 11:00:00,39.5,10.0
2023-08-24 12:00:00,17.2,11.3
2023-08-24 13:00:00,26.7,12.3
2023-08-24 14:00:00,14.8,12.5
2023-08-24 15:00:00,15.8,12.5
2023-08-24 16:00:00,12.8,12.3
2023-08-24 17:00:00,15.1,11.6
2023-08-24 18:00:00,3.7,11.5
2023-08-24 19:00:00,0.8,11.4
2023-08-24 20:00:00,0.0,10.7
2023-08-24 21:00:00,0.0,10.3
2023-08-24 22:00:00,0.0,10.1
2023-08-24 23:00:00,0.0,9.1
