date,Production(KWh),Consumption(KWh)
2023-09-23 0:00:00,0.0,10.2
2023-09-23 1:00:00,0.0,8.9
2023-09-23 2:00:00,0.0,7.9
2023-09-23 3:00:00,0.0,7.0
2023-09-23 4:00:00,0.0,7.1
2023-09-23 5:00:00,0.0,6.7
2023-09-23 6:00:00,0.0,7.5
2023-09-23 7:00:00,2.3,7.3
2023-09-23 8:00:00,13.6,7.3
2023-09-23 9:00:00,28.0,8.0
2023-09-23 10:00:00,38.3,8.0
2023-09-23 11:00:00,41.7,8.1
2023-09-23 12:00:00,42.9,8.3
2023-09-23 13:00:00,41.9,8.4
2023-09-23 14:00:00,40.0,9.1
2023-09-23 15:00:00,35.8,9.2
2023-09-23 16:00:00,25.6,9.1
2023-09-23 17:00:00,11.6,8.8
2023-09-23 18:00:00,1.0,8.6
2023-09-23 19:00:00,0.0,8.5
2023-09-23 20:00:00,0.0,8.6
2023-09-23 21:00:00,0.0,8.4
2023-09-23 22:00:00,0.0,8.3
2023-09-23 23:00:00,0.0,8.4
