date,Production(KWh),Consumption(KWh)
2023-10-22 0:00:00,0.0,5.9
2023-10-22 1:00:00,0.0,5.9
2023-10-22 2:00:00,0.0,5.8
2023-10-22 3:00:00,0.0,6.0
2023-10-22 4:00:00,0.0,5.9
2023-10-22 5:00:00,0.0,5.9
2023-10-22 6:00:00,0.0,5.9
2023-10-22 7:00:00,0.9,5.8
2023-10-22 8:00:00,6.3,6.1
2023-10-22 9:00:00,23.3,5.4
2023-10-22 10:00:00,33.7,5.9
2023-10-22 11:00:00,37.4,6.1
2023-10-22 12:00:00,38.4,6.3
2023-10-22 13:00:00,38.7,6.1
2023-10-22 14:00:00,35.8,6.1
2023-10-22 15:00:00,23.3,6.6
2023-10-22 16:00:00,10.4,6.6
2023-10-22 17:00:00,1.6,6.1
2023-10-22 18:00:00,0.7,6.8
2023-10-22 19:00:00,0.0,6.7
2023-10-22 20:00:00,0.0,6.8
2023-10-22 21:00:00,0.0,7.4
2023-10-22 22:00:00,0.0,7.5
2023-10-22 23:00:00,0.0,6.3
