date,Production(KWh),Consumption(KWh)
2023-10-23 0:00:00,0.0,5.8
2023-10-23 1:00:00,0.0,5.7
2023-10-23 2:00:00,0.0,5.6
2023-10-23 3:00:00,0.0,5.6
2023-10-23 4:00:00,0.0,5.8
2023-10-23 5:00:00,0.0,5.9
2023-10-23 6:00:00,0.0,5.8
2023-10-23 7:00:00,0.8,5.9
2023-10-23 8:00:00,5.9,5.9
2023-10-23 9:00:00,23.0,5.7
2023-10-23 10:00:00,33.0,5.6
2023-10-23 11:00:00,37.2,6.7
2023-10-23 12:00:00,38.3,7.8
2023-10-23 13:00:00,35.7,9.0
2023-10-23 14:00:00,30.9,9.6
2023-10-23 15:00:00,19.4,10.1
2023-10-23 16:00:00,10.1,10.3
2023-10-23 17:00:00,2.3,10.5
2023-10-23 18:00:00,0.7,10.4
2023-10-23 19:00:00,0.0,10.1
2023-10-23 20:00:00,0.0,10.0
2023-10-23 21:00:00,0.0,9.1
2023-10-23 22:00:00,0.0,8.4
2023-10-23 23:00:00,0.0,8.0
