date,Production(KWh),Consumption(KWh)
2023-10-21 0:00:00,0.0,8.2
2023-10-21 1:00:00,0.0,7.9
2023-10-21 2:00:00,0.0,7.5
2023-10-21 3:00:00,0.0,7.4
2023-10-21 4:00:00,0.0,6.8
2023-10-21 5:00:00,0.0,6.3
2023-10-21 6:00:00,0.0,6.2
2023-10-21 7:00:00,0.9,6.3
2023-10-21 8:00:00,7.7,6.2
2023-10-21 9:00:00,24.0,6.6
2023-10-21 10:00:00,34.5,6.4
2023-10-21 11:00:00,38.2,6.3
2023-10-21 12:00:00,39.5,6.4
2023-10-21 13:00:00,38.9,6.7
2023-10-21 14:00:00,28.9,6.4
2023-10-21 15:00:00,25.3,6.7
2023-10-21 16:00:00,9.7,6.8
2023-10-21 17:00:00,2.6,6.8
2023-10-21 18:00:00,0.7,6.4
2023-10-21 19:00:00,0.0,6.4
2023-10-21 20:00:00,0.0,6.2
2023-10-21 21:00:00,0.0,6.1
2023-10-21 22:00:00,0.0,6.0
2023-10-21 23:00:00,0.0,6.0
