date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-10-14 0:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-10-14 0:15:00,0.0,0.1,0.0,1.2,0.0,1.3
2020-10-14 0:30:00,0.0,0.1,0.0,1.5,0.0,1.6
2020-10-14 0:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-10-14 1:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-10-14 1:15:00,0.0,19.8,0.0,0.4,0.0,20.2
2020-10-14 1:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-10-14 1:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-10-14 2:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-10-14 2:15:00,0.0,0.1,0.0,1.6,0.0,1.7
2020-10-14 2:30:00,0.0,0.1,0.0,1.1,0.0,1.2
2020-10-14 2:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-10-14 3:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-10-14 3:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-10-14 3:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-10-14 3:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-10-14 4:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-10-14 4:15:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-10-14 4:30:00,0.0,0.1,0.0,0.8,0.0,1.0
2020-10-14 4:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-10-14 5:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-10-14 5:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-10-14 5:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-10-14 5:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-10-14 6:0:00,0.0,0.1,0.0,0.7,0.0,0.8
2020-10-14 6:15:00,0.0,0.1,0.0,1.8,0.0,2.0
2020-10-14 6:30:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-10-14 6:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-10-14 7:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-10-14 7:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-10-14 7:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-10-14 7:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-10-14 8:0:00,0.0,0.1,0.0,0.9,0.0,1.0
2020-10-14 8:15:00,0.0,0.1,0.0,1.8,0.0,1.9
2020-10-14 8:30:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-10-14 8:45:00,0.0,0.6,0.6,0.0,0.0,0.0
2020-10-14 9:0:00,0.0,0.4,0.4,0.0,0.0,0.0
2020-10-14 9:15:00,0.0,0.6,0.7,0.0,0.0,0.0
2020-10-14 9:30:00,0.0,2.4,3.0,0.1,0.5,0.0
2020-10-14 9:45:00,0.0,7.0,15.7,0.5,8.2,0.0
2020-10-14 10:0:00,0.0,0.0,11.0,1.2,9.8,0.0
2020-10-14 10:15:00,0.0,0.0,20.2,1.9,18.3,0.0
2020-10-14 10:30:00,0.0,0.0,12.6,0.6,12.0,0.0
2020-10-14 10:45:00,0.0,0.0,15.0,0.7,14.3,0.0
2020-10-14 11:0:00,0.0,0.0,20.6,0.6,20.0,0.0
2020-10-14 11:15:00,0.0,0.0,17.5,0.6,16.9,0.0
2020-10-14 11:30:00,0.0,0.0,22.9,0.6,22.2,0.0
2020-10-14 11:45:00,0.0,0.0,25.5,0.9,24.5,0.0
2020-10-14 12:0:00,0.0,0.0,27.8,1.6,26.2,0.0
2020-10-14 12:15:00,0.0,0.0,20.7,1.6,19.1,0.0
2020-10-14 12:30:00,0.0,0.0,7.7,0.5,7.2,0.0
2020-10-14 12:45:00,0.0,0.0,4.4,0.5,3.9,0.0
2020-10-14 13:0:00,0.0,0.0,4.9,0.5,4.4,0.0
2020-10-14 13:15:00,0.0,0.0,8.1,0.5,7.6,0.0
2020-10-14 13:30:00,0.0,0.0,15.0,0.6,14.4,0.0
2020-10-14 13:45:00,0.0,0.0,14.8,0.7,14.1,0.0
2020-10-14 14:0:00,0.0,0.0,13.6,2.2,11.4,0.0
2020-10-14 14:15:00,0.0,0.0,25.3,1.3,24.0,0.0
2020-10-14 14:30:00,0.0,0.0,16.0,0.7,15.2,0.0
2020-10-14 14:45:00,0.0,0.0,8.5,0.5,8.0,0.0
2020-10-14 15:0:00,0.0,0.0,4.7,0.5,4.2,0.0
2020-10-14 15:15:00,0.0,0.0,5.0,0.5,4.4,0.0
2020-10-14 15:30:00,0.0,0.0,12.0,0.6,11.3,0.0
2020-10-14 15:45:00,0.0,0.0,7.8,1.1,6.7,0.0
