date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-04-20 0:0:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-04-20 0:15:00,0.0,0.1,0.0,0.7,0.0,0.8
2020-04-20 0:30:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-04-20 0:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-04-20 1:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-04-20 1:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-04-20 1:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-04-20 1:45:00,0.0,0.1,0.0,1.2,0.0,1.3
2020-04-20 2:0:00,0.0,0.1,0.0,1.8,0.0,2.0
2020-04-20 2:15:00,0.0,0.1,0.0,1.8,0.0,1.9
2020-04-20 2:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-04-20 2:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-04-20 3:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-04-20 3:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-04-20 3:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-04-20 3:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-04-20 4:0:00,0.0,0.1,0.0,0.9,0.0,1.1
2020-04-20 4:15:00,0.0,0.2,0.0,2.4,0.0,2.5
2020-04-20 4:30:00,0.0,0.1,0.0,1.8,0.0,1.9
2020-04-20 4:45:00,0.0,0.1,0.0,0.5,0.0,0.7
2020-04-20 5:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-04-20 5:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-04-20 5:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-04-20 5:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-04-20 6:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-04-20 6:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-04-20 6:30:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-04-20 6:45:00,0.0,0.1,0.0,1.8,0.0,1.9
2020-04-20 7:0:00,0.0,0.0,0.0,1.1,0.0,1.2
2020-04-20 7:15:00,0.0,1.6,1.6,0.0,0.0,0.0
2020-04-20 7:30:00,0.0,3.4,3.4,0.1,0.0,0.1
2020-04-20 7:45:00,0.0,2.2,2.2,0.1,0.0,0.1
2020-04-20 8:0:00,0.0,8.5,8.5,0.0,0.0,0.0
2020-04-20 8:15:00,0.0,5.4,10.2,0.4,4.3,0.0
2020-04-20 8:30:00,0.0,0.0,12.1,0.4,11.7,0.0
2020-04-20 8:45:00,0.0,0.0,14.2,1.4,12.8,0.0
2020-04-20 9:0:00,0.0,0.0,16.2,2.0,14.2,0.0
2020-04-20 9:15:00,0.0,0.0,18.4,1.9,16.5,0.0
2020-04-20 9:30:00,0.0,0.0,15.8,10.3,10.5,5.0
2020-04-20 9:45:00,0.0,0.0,6.0,28.8,0.0,22.8
2020-04-20 10:0:00,0.0,0.0,19.8,33.7,0.0,13.9
2020-04-20 10:15:00,0.0,0.0,26.0,8.0,19.1,1.1
2020-04-20 10:30:00,0.0,0.0,27.7,8.3,19.5,0.1
2020-04-20 10:45:00,0.0,0.0,27.4,32.8,3.9,9.4
2020-04-20 11:0:00,0.0,0.0,29.6,36.7,0.0,7.1
2020-04-20 11:15:00,0.0,0.0,28.8,38.7,0.0,10.0
2020-04-20 11:30:00,0.0,0.0,29.5,35.7,2.2,8.5
2020-04-20 11:45:00,0.0,0.0,29.9,11.1,20.1,1.3
2020-04-20 12:0:00,0.0,0.0,27.8,9.5,18.2,0.0
2020-04-20 12:15:00,0.0,0.0,31.4,13.3,18.7,0.6
2020-04-20 12:30:00,0.0,0.0,30.4,4.2,26.2,0.0
2020-04-20 12:45:00,0.0,0.0,28.6,10.0,18.9,0.3
2020-04-20 13:0:00,0.0,0.0,26.0,14.1,16.3,4.3
2020-04-20 13:15:00,0.0,0.0,18.9,11.6,10.5,3.2
2020-04-20 13:30:00,0.0,0.0,22.7,32.2,7.6,17.2
2020-04-20 13:45:00,0.0,0.0,26.8,11.8,14.9,0.0
2020-04-20 14:0:00,0.0,0.0,22.0,4.9,17.1,0.0
2020-04-20 14:15:00,0.0,0.0,22.5,5.1,17.4,0.0
2020-04-20 14:30:00,0.0,0.0,23.3,3.4,20.0,0.0
2020-04-20 14:45:00,0.0,1.6,16.7,3.4,11.7,0.0
2020-04-20 15:0:00,0.0,6.7,28.7,3.6,18.4,0.0
2020-04-20 15:15:00,0.0,0.0,25.6,3.6,22.1,0.0
2020-04-20 15:30:00,0.0,0.0,20.5,3.7,16.7,0.0
2020-04-20 15:45:00,0.0,1.5,10.1,11.9,2.9,6.2
2020-04-20 16:0:00,0.0,0.0,10.9,4.9,6.0,0.0
2020-04-20 16:15:00,0.0,0.0,7.9,5.3,2.6,0.0
2020-04-20 16:30:00,0.0,0.0,7.8,3.5,4.4,0.0
2020-04-20 16:45:00,0.0,0.0,7.9,3.3,4.6,0.0
2020-04-20 17:0:00,0.0,0.0,7.2,3.1,4.1,0.0
2020-04-20 17:15:00,0.0,0.0,6.6,3.0,3.5,0.0
2020-04-20 17:30:00,0.0,0.0,12.4,3.1,9.3,0.0
2020-04-20 17:45:00,0.0,0.0,9.2,3.0,6.2,0.0
2020-04-20 18:0:00,0.0,0.0,6.0,3.5,2.5,0.0
2020-04-20 18:15:00,0.0,0.0,6.6,27.5,0.0,20.9
2020-04-20 18:30:00,0.0,0.0,5.6,46.9,0.0,41.3
2020-04-20 18:45:00,0.0,0.0,4.5,24.0,0.0,19.6
2020-04-20 19:0:00,0.0,0.0,3.3,37.3,0.0,34.0
