date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-11-21 0:0:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-11-21 0:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-11-21 0:30:00,1.3,0.0,0.0,1.8,0.0,0.4
2020-11-21 0:45:00,0.7,0.1,0.0,1.1,0.0,0.4
2020-11-21 1:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-11-21 1:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-11-21 1:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-11-21 1:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-11-21 2:0:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-11-21 2:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-11-21 2:30:00,0.0,0.2,0.0,0.3,0.0,0.5
2020-11-21 2:45:00,1.3,0.0,0.0,1.8,0.0,0.5
2020-11-21 3:0:00,0.9,0.0,0.0,1.2,0.0,0.4
2020-11-21 3:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-11-21 3:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-11-21 3:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-11-21 4:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-11-21 4:15:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-11-21 4:30:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-11-21 4:45:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-11-21 5:0:00,1.3,0.0,0.0,1.8,0.0,0.5
2020-11-21 5:15:00,0.8,0.0,0.0,1.2,0.0,0.4
2020-11-21 5:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-11-21 5:45:00,0.0,29.9,0.0,0.0,0.0,30.0
2020-11-21 6:0:00,0.0,16.3,0.0,0.2,0.0,16.5
2020-11-21 6:15:00,0.0,0.1,0.0,0.2,0.0,0.3
2020-11-21 6:30:00,0.0,0.1,0.0,0.2,0.0,0.3
2020-11-21 6:45:00,0.0,0.1,0.0,0.2,0.0,0.3
2020-11-21 7:0:00,0.0,0.1,0.0,0.2,0.0,0.3
2020-11-21 7:15:00,0.0,0.1,0.0,1.3,0.0,1.4
2020-11-21 7:30:00,0.0,0.1,0.0,1.3,0.0,1.4
2020-11-21 7:45:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-11-21 8:0:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-11-21 8:15:00,0.0,0.1,0.0,0.2,0.0,0.3
2020-11-21 8:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-11-21 8:45:00,0.0,0.1,0.0,0.2,0.0,0.3
2020-11-21 9:0:00,0.1,0.0,0.0,0.2,0.0,0.1
2020-11-21 9:15:00,0.0,0.0,0.4,0.2,0.2,0.0
2020-11-21 9:30:00,0.0,0.0,4.5,1.4,3.1,0.0
2020-11-21 9:45:00,0.2,0.0,3.1,1.9,1.6,0.2
2020-11-21 10:0:00,0.0,0.0,2.1,0.4,1.7,0.0
2020-11-21 10:15:00,0.0,0.0,7.2,0.7,6.6,0.0
2020-11-21 10:30:00,0.0,0.0,3.2,0.5,2.7,0.0
2020-11-21 10:45:00,0.0,4.8,6.1,0.2,1.1,0.0
2020-11-21 11:0:00,0.0,4.2,4.7,0.1,0.4,0.0
2020-11-21 11:15:00,0.0,0.0,3.8,0.5,3.3,0.0
2020-11-21 11:30:00,0.0,0.0,5.1,0.7,4.4,0.0
2020-11-21 11:45:00,0.0,0.0,19.3,1.5,17.8,0.0
2020-11-21 12:0:00,0.0,0.0,20.0,2.3,17.7,0.0
2020-11-21 12:15:00,0.0,0.0,16.6,0.9,15.7,0.0
2020-11-21 12:30:00,0.0,0.0,19.3,0.9,18.4,0.0
2020-11-21 12:45:00,0.0,0.0,17.4,0.9,16.5,0.0
2020-11-21 13:0:00,0.0,0.0,12.1,0.8,11.3,0.0
2020-11-21 13:15:00,0.0,0.0,8.8,0.8,8.1,0.0
2020-11-21 13:30:00,0.0,0.0,9.8,0.8,8.9,0.0
2020-11-21 13:45:00,7.8,1.2,6.6,9.8,3.5,0.1
2020-11-21 14:0:00,0.0,7.5,12.0,2.4,2.4,0.2
2020-11-21 14:15:00,0.0,5.0,12.2,2.6,4.5,0.0
2020-11-21 14:30:00,0.0,0.0,9.1,1.4,7.7,0.0
2020-11-21 14:45:00,0.0,0.0,10.8,1.4,9.4,0.0
2020-11-21 15:0:00,0.0,0.0,5.0,1.2,3.8,0.0
2020-11-21 15:15:00,0.0,0.0,0.5,0.7,0.0,0.2
2020-11-21 15:30:00,0.0,0.0,3.4,0.5,2.8,0.0
2020-11-21 15:45:00,0.0,0.0,0.6,0.6,0.0,0.0
2020-11-21 16:0:00,0.0,0.0,1.2,0.5,0.7,0.0
2020-11-21 16:15:00,0.0,0.1,0.3,0.3,0.1,0.2
2020-11-21 16:30:00,20.3,0.1,0.1,20.8,0.0,0.5
2020-11-21 16:45:00,36.3,0.0,0.0,36.7,0.0,0.4
2020-11-21 17:0:00,37.3,0.0,0.0,37.6,0.0,0.3
2020-11-21 17:15:00,35.2,0.0,0.0,35.6,0.0,0.4
2020-11-21 17:30:00,34.8,0.0,0.0,35.2,0.0,0.4
2020-11-21 17:45:00,39.6,0.0,0.1,40.9,0.1,1.4
2020-11-21 18:0:00,37.4,0.0,0.0,38.3,0.0,1.0
2020-11-21 18:15:00,34.3,0.0,0.0,34.6,0.0,0.4
2020-11-21 18:30:00,34.6,0.0,0.0,35.1,0.0,0.5
2020-11-21 18:45:00,34.7,0.0,0.0,35.2,0.0,0.4
2020-11-21 19:0:00,36.1,0.0,0.0,36.4,0.1,0.4
2020-11-21 19:15:00,37.1,0.0,0.0,37.5,0.0,0.4
2020-11-21 19:30:00,35.8,0.0,0.0,36.2,0.0,0.4
2020-11-21 19:45:00,36.4,0.0,0.1,36.9,0.0,0.4
2020-11-21 20:0:00,3.4,0.1,0.0,35.6,0.0,32.3
2020-11-21 20:15:00,0.0,0.1,0.0,35.5,0.0,35.6
2020-11-21 20:30:00,0.0,0.1,0.0,35.6,0.0,35.8
2020-11-21 20:45:00,0.0,0.1,0.0,35.6,0.0,35.8
2020-11-21 21:0:00,0.0,0.1,0.0,51.5,0.0,51.6
2020-11-21 21:15:00,0.0,0.1,0.0,67.2,0.0,67.3
2020-11-21 21:30:00,0.0,0.1,0.0,67.1,0.0,67.3
2020-11-21 21:45:00,0.0,0.1,0.0,66.4,0.0,66.5
2020-11-21 22:0:00,0.0,0.1,0.0,64.9,0.0,65.0
2020-11-21 22:15:00,0.0,0.1,0.0,50.9,0.0,51.0
2020-11-21 22:30:00,0.0,0.1,0.0,36.1,0.0,36.2
2020-11-21 22:45:00,0.0,0.1,0.0,36.1,0.0,36.2
2020-11-21 23:0:00,0.0,0.1,0.0,17.6,0.0,17.7
2020-11-21 23:15:00,0.0,0.1,0.0,2.9,0.0,3.0
