date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-04-15 0:0:00,0.0,0.1,0.0,3.8,0.0,4.0
2020-04-15 0:15:00,0.0,0.1,0.0,3.8,0.0,3.9
2020-04-15 0:30:00,0.0,0.1,0.0,3.8,0.0,3.9
2020-04-15 0:45:00,0.0,0.1,0.0,4.3,0.0,4.4
2020-04-15 1:0:00,0.0,0.1,0.0,5.5,0.0,5.7
2020-04-15 1:15:00,0.0,0.1,0.0,2.4,0.0,2.6
2020-04-15 1:30:00,0.0,0.1,0.0,0.7,0.0,0.8
2020-04-15 1:45:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-04-15 2:0:00,0.0,0.1,0.0,0.7,0.0,0.9
2020-04-15 2:15:00,0.0,0.1,0.0,0.7,0.0,0.8
2020-04-15 2:30:00,0.0,0.1,0.0,1.3,0.0,1.4
2020-04-15 2:45:00,0.0,0.1,0.0,2.1,0.0,2.2
2020-04-15 3:0:00,0.0,0.1,0.0,1.5,0.0,1.6
2020-04-15 3:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-04-15 3:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-04-15 3:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-04-15 4:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-04-15 4:15:00,0.0,0.2,0.0,2.0,0.0,2.1
2020-04-15 4:30:00,0.0,0.1,0.0,2.0,0.0,2.1
2020-04-15 4:45:00,0.0,0.1,0.0,1.4,0.0,1.5
2020-04-15 5:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-04-15 5:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-04-15 5:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-04-15 5:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-04-15 6:0:00,0.0,0.1,0.0,0.5,0.0,0.6
2020-04-15 6:15:00,0.0,0.1,0.0,2.1,0.0,2.2
2020-04-15 6:30:00,0.0,0.1,0.0,1.8,0.0,1.9
2020-04-15 6:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-04-15 7:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-04-15 7:15:00,0.0,0.9,0.9,0.4,0.0,0.3
2020-04-15 7:30:00,0.0,3.2,3.3,0.4,0.0,0.4
2020-04-15 7:45:00,0.0,5.6,5.6,0.4,0.0,0.4
2020-04-15 8:0:00,0.0,8.0,8.0,1.5,0.0,1.5
2020-04-15 8:15:00,0.0,6.2,9.9,2.1,2.8,1.2
2020-04-15 8:30:00,0.0,0.0,12.0,1.2,10.8,0.0
2020-04-15 8:45:00,0.0,0.0,14.4,0.5,13.9,0.0
2020-04-15 9:0:00,0.0,0.0,16.7,0.5,16.1,0.0
2020-04-15 9:15:00,0.0,0.0,18.6,0.5,18.0,0.0
2020-04-15 9:30:00,0.0,0.0,20.4,0.5,19.8,0.0
2020-04-15 9:45:00,0.0,0.0,21.8,1.1,20.7,0.0
2020-04-15 10:0:00,0.0,0.0,23.1,16.7,14.4,7.9
2020-04-15 10:15:00,0.0,0.0,24.3,1.8,22.5,0.0
2020-04-15 10:30:00,0.0,0.0,25.5,0.6,24.9,0.0
2020-04-15 10:45:00,0.0,0.0,26.7,0.6,26.1,0.0
2020-04-15 11:0:00,0.0,0.0,27.8,0.9,26.9,0.0
2020-04-15 11:15:00,0.0,0.0,28.3,1.4,26.9,0.0
2020-04-15 11:30:00,0.0,0.0,28.8,4.2,25.5,1.0
2020-04-15 11:45:00,0.0,0.0,29.5,7.9,22.9,1.3
2020-04-15 12:0:00,0.0,0.0,29.8,3.1,26.7,0.0
2020-04-15 12:15:00,0.0,0.0,30.1,4.4,25.7,0.0
2020-04-15 12:30:00,0.0,0.0,30.6,3.2,27.4,0.0
2020-04-15 12:45:00,0.0,0.0,30.8,3.0,27.8,0.0
2020-04-15 13:0:00,0.0,0.0,30.8,0.9,29.8,0.0
2020-04-15 13:15:00,0.0,0.0,30.4,0.9,29.5,0.0
2020-04-15 13:30:00,0.0,0.0,30.3,9.6,21.1,0.4
2020-04-15 13:45:00,0.0,0.0,30.1,2.6,27.5,0.0
