date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-05-08 0:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 0:15:00,1.0,0.0,0.0,1.5,0.0,0.6
2020-05-08 0:30:00,1.5,0.0,0.0,1.9,0.0,0.5
2020-05-08 0:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-05-08 1:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 1:15:00,0.0,0.2,0.0,0.4,0.0,0.5
2020-05-08 1:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 1:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 2:0:00,0.8,0.1,0.0,1.2,0.0,0.5
2020-05-08 2:15:00,1.5,0.0,0.0,2.0,0.0,0.5
2020-05-08 2:30:00,0.2,0.1,0.0,0.5,0.0,0.4
2020-05-08 2:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 3:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 3:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 3:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 3:45:00,0.5,0.1,0.0,0.9,0.0,0.5
2020-05-08 4:0:00,1.5,0.0,0.0,2.0,0.0,0.5
2020-05-08 4:15:00,0.3,0.1,0.0,0.7,0.0,0.4
2020-05-08 4:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 4:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 5:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 5:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 5:30:00,0.3,0.1,0.0,0.6,0.0,0.5
2020-05-08 5:45:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-05-08 6:0:00,0.0,0.1,0.0,0.9,0.0,1.0
2020-05-08 6:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 6:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 6:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 7:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 7:15:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-05-08 7:30:00,0.0,0.1,0.0,1.9,0.0,2.1
2020-05-08 7:45:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-05-08 8:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 8:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-05-08 8:30:00,0.0,0.0,0.0,0.1,0.0,0.0
2020-05-08 8:45:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-05-08 9:0:00,0.0,0.0,0.0,0.1,0.0,0.0
2020-05-08 9:15:00,1.0,0.2,0.5,1.9,0.0,0.7
