date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-08-01 0:0:00,1.6,0.0,0.0,1.9,0.0,0.4
2020-08-01 0:15:00,1.0,0.0,0.0,1.4,0.0,0.5
2020-08-01 0:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 0:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 1:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 1:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 1:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 1:45:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-08-01 2:0:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-08-01 2:15:00,0.4,0.1,0.0,0.7,0.0,0.5
2020-08-01 2:30:00,1.5,0.0,0.0,1.9,0.0,0.5
2020-08-01 2:45:00,0.1,0.1,0.0,0.3,0.0,0.4
2020-08-01 3:0:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-08-01 3:15:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-08-01 3:30:00,0.0,0.2,0.0,0.3,0.0,0.5
2020-08-01 3:45:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-08-01 4:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 4:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 4:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 4:45:00,1.1,0.0,0.0,1.6,0.0,0.6
2020-08-01 5:0:00,0.9,0.0,0.0,1.3,0.0,0.4
2020-08-01 5:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 5:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 5:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 6:0:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-08-01 6:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 6:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 6:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 7:0:00,0.4,0.1,0.0,0.7,0.0,0.4
2020-08-01 7:15:00,1.5,0.0,0.0,2.0,0.0,0.5
2020-08-01 7:30:00,0.2,0.1,0.0,0.5,0.0,0.4
2020-08-01 7:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 8:0:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-08-01 8:15:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-08-01 8:30:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-08-01 8:45:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-08-01 9:0:00,0.0,0.1,0.0,0.2,0.0,0.3
2020-08-01 9:15:00,0.1,0.0,0.0,0.1,0.0,0.0
2020-08-01 9:30:00,0.9,0.0,0.0,1.2,0.0,0.3
2020-08-01 9:45:00,1.1,0.0,0.2,1.6,0.0,0.4
2020-08-01 10:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-08-01 10:15:00,0.0,1.1,1.1,0.2,0.0,0.3
2020-08-01 10:30:00,0.0,1.8,1.8,0.1,0.0,0.1
2020-08-01 10:45:00,0.0,0.9,0.9,0.2,0.0,0.2
2020-08-01 11:0:00,0.0,0.1,0.2,0.2,0.0,0.1
2020-08-01 11:15:00,0.0,0.4,0.5,0.2,0.0,0.1
2020-08-01 11:30:00,0.0,2.2,2.2,0.1,0.0,0.2
2020-08-01 11:45:00,0.0,6.6,6.6,0.1,0.0,0.1
2020-08-01 12:0:00,0.0,1.6,3.4,2.0,0.1,0.3
2020-08-01 12:15:00,0.0,1.3,2.1,0.9,0.0,0.1
