date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-12-29 0:0:00,0.0,0.1,0.0,36.4,0.0,36.5
2020-12-29 0:15:00,0.0,0.1,0.0,33.2,0.0,33.3
2020-12-29 0:30:00,0.0,0.1,0.0,30.8,0.0,30.9
2020-12-29 0:45:00,0.0,0.1,0.0,30.9,0.0,31.1
2020-12-29 1:0:00,0.0,0.1,0.0,31.0,0.0,31.2
2020-12-29 1:15:00,0.0,0.1,0.0,31.5,0.0,31.6
2020-12-29 1:30:00,0.0,0.1,0.0,32.5,0.0,32.6
2020-12-29 1:45:00,0.0,0.1,0.0,31.1,0.0,31.2
2020-12-29 2:0:00,0.0,0.1,0.0,31.3,0.0,31.4
2020-12-29 2:15:00,0.0,0.1,0.0,31.3,0.0,31.4
2020-12-29 2:30:00,0.0,0.1,0.0,34.3,0.0,34.4
2020-12-29 2:45:00,0.0,0.1,0.0,32.0,0.0,32.1
2020-12-29 3:0:00,0.0,0.1,0.0,31.6,0.0,31.7
2020-12-29 3:15:00,0.0,0.1,0.0,30.6,0.0,30.7
2020-12-29 3:30:00,0.0,0.1,0.0,31.0,0.0,31.1
2020-12-29 3:45:00,0.0,0.1,0.0,30.9,0.0,31.0
2020-12-29 4:0:00,0.0,0.1,0.0,31.0,0.0,31.2
2020-12-29 4:15:00,0.0,0.1,0.0,32.6,0.0,32.7
2020-12-29 4:30:00,0.0,0.1,0.0,32.0,0.0,32.2
2020-12-29 4:45:00,0.0,0.1,0.0,31.5,0.0,31.7
2020-12-29 5:0:00,0.0,0.1,0.0,31.5,0.0,31.7
2020-12-29 5:15:00,0.0,0.1,0.0,31.3,0.0,31.4
2020-12-29 5:30:00,0.0,0.1,0.0,31.1,0.0,31.2
2020-12-29 5:45:00,0.0,0.1,0.0,32.5,0.0,32.6
2020-12-29 6:0:00,0.0,0.1,0.0,32.0,0.0,32.2
2020-12-29 6:15:00,0.0,0.1,0.0,31.5,0.0,31.7
2020-12-29 6:30:00,0.0,0.1,0.0,31.2,0.0,31.3
2020-12-29 6:45:00,0.0,0.1,0.0,30.9,0.0,31.0
2020-12-29 7:0:00,0.0,0.1,0.0,31.0,0.0,31.1
2020-12-29 7:15:00,0.0,0.1,0.0,32.1,0.0,32.2
2020-12-29 7:30:00,0.0,0.1,0.0,30.9,0.0,31.1
2020-12-29 7:45:00,0.0,0.1,0.0,30.8,0.0,30.9
2020-12-29 8:0:00,0.0,0.1,0.0,30.8,0.0,30.9
2020-12-29 8:15:00,0.0,0.1,0.0,31.3,0.0,31.4
2020-12-29 8:30:00,0.0,0.1,0.0,31.4,0.0,31.5
2020-12-29 8:45:00,0.0,0.1,0.0,32.6,0.0,32.7
2020-12-29 9:0:00,0.0,0.1,0.0,31.7,0.0,31.8
2020-12-29 9:15:00,0.0,0.1,0.0,30.9,0.0,30.9
2020-12-29 9:30:00,0.0,0.0,0.0,30.6,0.0,30.6
2020-12-29 9:45:00,0.0,0.0,0.4,30.7,0.0,30.3
2020-12-29 10:0:00,0.0,0.1,0.1,30.4,0.0,30.4
2020-12-29 10:15:00,0.0,16.3,1.7,31.0,0.0,45.7
2020-12-29 10:30:00,0.0,7.0,1.5,31.8,0.0,37.3
2020-12-29 10:45:00,0.0,0.0,1.5,30.9,0.0,29.3
2020-12-29 11:0:00,0.0,0.1,0.3,42.0,0.0,41.8
2020-12-29 11:15:00,0.0,3.9,4.6,11.0,0.0,10.4
2020-12-29 11:30:00,0.0,5.0,5.0,0.5,0.0,0.5
2020-12-29 11:45:00,0.0,10.0,10.6,0.9,0.0,0.4
2020-12-29 12:0:00,0.0,18.5,20.0,1.9,0.0,0.4
2020-12-29 12:15:00,0.0,13.7,13.8,0.4,0.0,0.3
2020-12-29 12:30:00,0.0,3.8,3.9,0.5,0.0,0.4
2020-12-29 12:45:00,13.8,7.9,14.9,48.7,0.3,28.2
2020-12-29 13:0:00,33.8,0.0,4.2,48.4,0.1,10.4
2020-12-29 13:15:00,0.0,0.0,3.2,36.5,0.0,33.3
2020-12-29 13:30:00,0.0,0.0,11.6,35.8,0.0,24.3
2020-12-29 13:45:00,3.0,5.6,9.0,13.0,0.1,6.6
2020-12-29 14:0:00,0.0,11.1,12.1,3.4,0.0,2.3
