date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-09-06 0:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-06 0:15:00,0.0,0.2,0.0,0.4,0.0,0.6
2020-09-06 0:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-06 0:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-06 1:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-06 1:15:00,0.5,0.1,0.0,0.9,0.0,0.5
2020-09-06 1:30:00,1.4,0.0,0.0,1.9,0.0,0.5
2020-09-06 1:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-06 2:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-06 2:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-06 2:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-06 2:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-06 3:0:00,0.9,0.1,0.0,1.3,0.0,0.5
2020-09-06 3:15:00,1.1,0.0,0.0,1.5,0.0,0.5
2020-09-06 3:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-06 3:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-06 4:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-06 4:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-06 4:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-06 4:45:00,1.1,0.0,0.0,1.6,0.0,0.6
2020-09-06 5:0:00,0.9,0.1,0.0,1.3,0.0,0.5
2020-09-06 5:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-06 5:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-06 5:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-06 6:0:00,0.0,0.0,0.0,0.3,0.0,0.3
2020-09-06 6:15:00,0.0,0.0,0.0,0.2,0.0,0.2
2020-09-06 6:30:00,0.0,0.0,0.0,1.7,0.0,1.7
2020-09-06 6:45:00,0.0,0.0,0.0,0.9,0.0,0.9
2020-09-06 7:0:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-09-06 7:15:00,0.0,0.2,0.2,0.0,0.0,0.0
2020-09-06 7:30:00,0.0,0.6,0.6,0.1,0.0,0.1
2020-09-06 7:45:00,0.0,1.4,1.4,0.0,0.0,0.0
2020-09-06 8:0:00,0.0,1.7,1.7,0.0,0.0,0.0
2020-09-06 8:15:00,0.0,0.3,1.8,1.8,0.0,0.3
2020-09-06 8:30:00,0.0,1.3,1.9,0.8,0.0,0.3
2020-09-06 8:45:00,0.0,3.6,3.6,0.1,0.0,0.1
2020-09-06 9:0:00,0.0,3.9,3.9,0.0,0.0,0.0
