date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-12-31 0:0:00,0.0,0.1,0.0,2.0,0.0,2.2
2020-12-31 0:15:00,0.0,0.1,0.0,0.9,0.0,1.1
2020-12-31 0:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 0:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 1:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 1:15:00,0.0,0.1,0.0,1.3,0.0,1.4
2020-12-31 1:30:00,0.0,0.1,0.0,1.2,0.0,1.3
2020-12-31 1:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 2:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 2:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 2:30:00,0.0,0.2,0.0,0.7,0.0,0.9
2020-12-31 2:45:00,0.0,0.1,0.0,2.0,0.0,2.1
2020-12-31 3:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 3:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 3:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 3:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 4:0:00,0.0,0.1,0.0,1.4,0.0,1.5
2020-12-31 4:15:00,0.0,0.1,0.0,1.1,0.0,1.3
2020-12-31 4:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 4:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 5:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 5:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 5:30:00,0.0,0.1,0.0,1.8,0.0,1.9
2020-12-31 5:45:00,0.0,0.1,0.0,0.7,0.0,0.8
2020-12-31 6:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-12-31 6:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-12-31 6:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 6:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-12-31 7:0:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-12-31 7:15:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-12-31 7:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-12-31 7:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-12-31 8:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 8:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-12-31 8:30:00,0.0,0.1,0.0,1.8,0.0,1.9
2020-12-31 8:45:00,0.0,0.1,0.0,0.7,0.0,0.8
2020-12-31 9:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-31 9:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-31 9:30:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-12-31 9:45:00,0.0,0.3,0.4,0.5,0.0,0.4
2020-12-31 10:0:00,0.0,0.3,0.5,1.4,0.0,1.1
2020-12-31 10:15:00,0.0,5.6,5.6,0.9,0.0,0.9
2020-12-31 10:30:00,0.0,7.3,8.2,11.0,0.0,10.1
2020-12-31 10:45:00,0.0,1.4,2.4,10.7,0.0,9.7
2020-12-31 11:0:00,0.0,8.6,8.9,2.7,0.0,2.5
2020-12-31 11:15:00,0.8,5.2,5.8,2.0,0.0,0.6
2020-12-31 11:30:00,0.1,2.8,5.7,3.5,0.0,0.4
2020-12-31 11:45:00,0.7,6.4,8.0,2.7,0.0,0.4
2020-12-31 12:0:00,1.2,0.8,1.0,1.8,0.0,0.3
2020-12-31 12:15:00,5.0,9.5,14.7,10.0,0.5,0.4
2020-12-31 12:30:00,0.1,1.7,1.7,0.2,0.0,0.1
2020-12-31 12:45:00,0.9,3.2,5.3,3.5,0.0,0.5
2020-12-31 13:0:00,1.5,6.7,11.3,6.8,0.1,0.8
2020-12-31 13:15:00,0.1,1.2,3.1,2.5,0.0,0.5
2020-12-31 13:30:00,0.1,4.0,4.9,1.3,0.0,0.3
2020-12-31 13:45:00,0.0,6.9,6.9,0.1,0.0,0.1
2020-12-31 14:0:00,0.0,9.4,9.4,0.2,0.0,0.1
2020-12-31 14:15:00,4.0,0.5,2.3,6.4,0.2,0.6
2020-12-31 14:30:00,0.2,0.8,0.9,0.6,0.0,0.2
2020-12-31 14:45:00,0.0,2.1,2.3,0.3,0.0,0.1
2020-12-31 15:0:00,0.0,4.4,4.4,0.1,0.0,0.1
2020-12-31 15:15:00,0.0,2.4,2.4,0.1,0.0,0.1
2020-12-31 15:30:00,0.3,3.6,3.8,0.5,0.1,0.1
2020-12-31 15:45:00,0.0,3.5,5.0,1.9,0.0,0.4
2020-12-31 16:0:00,0.0,2.0,2.0,0.0,0.0,0.0
2020-12-31 16:15:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-12-31 16:30:00,0.0,0.0,0.0,0.2,0.0,0.2
2020-12-31 16:45:00,1.4,0.1,0.0,1.9,0.0,0.5
2020-12-31 17:0:00,14.2,0.0,0.0,14.9,0.3,1.0
2020-12-31 17:15:00,7.3,0.0,0.0,7.8,0.0,0.5
2020-12-31 17:30:00,5.8,0.0,0.0,6.3,0.0,0.5
2020-12-31 17:45:00,5.4,0.0,0.0,5.9,0.0,0.5
2020-12-31 18:0:00,0.6,0.1,0.0,5.7,0.0,5.3
2020-12-31 18:15:00,0.0,0.1,0.0,5.3,0.0,5.4
2020-12-31 18:30:00,0.0,0.1,0.0,6.7,0.0,6.8
2020-12-31 18:45:00,0.0,0.1,0.0,9.6,0.0,9.7
2020-12-31 19:0:00,0.0,0.1,0.0,6.8,0.0,7.0
2020-12-31 19:15:00,0.0,0.1,0.0,7.2,0.0,7.3
2020-12-31 19:30:00,0.0,0.1,0.0,8.0,0.0,8.1
2020-12-31 19:45:00,0.0,0.1,0.0,9.4,0.0,9.6
2020-12-31 20:0:00,0.0,0.1,0.0,8.9,0.0,9.0
2020-12-31 20:15:00,0.0,0.1,0.0,7.9,0.0,8.0
2020-12-31 20:30:00,0.0,0.1,0.0,7.0,0.0,7.2
2020-12-31 20:45:00,0.0,0.1,0.0,6.8,0.0,6.9
2020-12-31 21:0:00,0.0,0.1,0.0,8.1,0.0,8.2
2020-12-31 21:15:00,0.0,0.1,0.0,7.9,0.0,8.1
2020-12-31 21:30:00,0.0,0.1,0.0,7.2,0.0,7.3
2020-12-31 21:45:00,0.0,0.1,0.0,7.0,0.0,7.1
2020-12-31 22:0:00,0.0,0.1,0.0,7.0,0.0,7.1
2020-12-31 22:15:00,0.0,0.1,0.0,7.2,0.0,7.3
2020-12-31 22:30:00,0.0,0.1,0.0,8.3,0.0,8.5
2020-12-31 22:45:00,0.0,0.1,0.0,7.3,0.0,7.4
2020-12-31 23:0:00,0.0,0.1,0.0,6.8,0.0,7.0
2020-12-31 23:15:00,0.0,0.1,0.0,7.2,0.0,7.4
2020-12-31 23:30:00,0.0,0.1,0.0,6.4,0.0,6.6
2020-12-31 23:45:00,0.0,0.1,0.0,6.3,0.0,6.5
2020-12-31 24:0:00,0.0,0.1,0.0,5.9,0.0,6.0
