date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-02-18 0:0:00,0.0,0.1,0.0,86.1,0.0,86.2
2020-02-18 0:15:00,0.0,0.1,0.0,58.2,0.0,58.4
2020-02-18 0:30:00,0.0,0.1,0.0,26.5,0.0,26.6
2020-02-18 0:45:00,0.0,0.1,0.0,4.1,0.0,4.2
2020-02-18 1:0:00,0.0,0.1,0.0,1.4,0.0,1.5
2020-02-18 1:15:00,0.0,0.1,0.0,0.5,0.0,0.6
2020-02-18 1:30:00,0.0,0.1,0.0,0.5,0.0,0.6
2020-02-18 1:45:00,0.0,0.1,0.0,0.5,0.0,0.6
2020-02-18 2:0:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 2:15:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 2:30:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 2:45:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 3:0:00,0.0,0.1,0.0,1.5,0.0,1.7
2020-02-18 3:15:00,0.0,0.1,0.0,1.5,0.0,1.6
2020-02-18 3:30:00,0.0,0.2,0.0,0.6,0.0,0.7
2020-02-18 3:45:00,0.0,0.1,0.0,0.5,0.0,0.6
2020-02-18 4:0:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 4:15:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 4:30:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 4:45:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 5:0:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 5:15:00,0.0,0.1,0.0,1.2,0.0,1.3
2020-02-18 5:30:00,0.0,0.1,0.0,1.9,0.0,2.1
2020-02-18 5:45:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 6:0:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 6:15:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 6:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-18 6:45:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 7:0:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 7:15:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 7:30:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-02-18 7:45:00,0.0,0.1,0.0,2.0,0.0,2.1
2020-02-18 8:0:00,0.0,0.1,0.0,0.9,0.0,1.0
2020-02-18 8:15:00,0.0,0.1,0.0,0.4,0.0,0.6
2020-02-18 8:30:00,0.0,0.0,0.0,0.4,0.0,0.5
2020-02-18 8:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-18 9:0:00,0.0,0.5,0.6,0.4,0.0,0.4
2020-02-18 9:15:00,0.0,2.3,2.2,0.4,0.0,0.5
2020-02-18 9:30:00,0.0,3.4,3.3,0.5,0.0,0.6
2020-02-18 9:45:00,0.0,4.8,4.7,0.5,0.0,0.5
2020-02-18 10:0:00,0.2,0.6,1.2,1.1,0.0,0.4
2020-02-18 10:15:00,0.0,1.0,2.6,1.8,0.0,0.2
2020-02-18 10:30:00,0.0,2.6,2.5,0.3,0.0,0.4
2020-02-18 10:45:00,0.0,2.2,2.1,0.2,0.0,0.3
2020-02-18 11:0:00,0.0,1.8,1.7,0.2,0.0,0.2
2020-02-18 11:15:00,0.0,3.0,3.1,0.1,0.0,0.1
2020-02-18 11:30:00,0.0,7.4,7.6,0.2,0.0,0.1
2020-02-18 11:45:00,0.0,6.6,6.6,0.2,0.0,0.2
2020-02-18 12:0:00,0.0,3.7,3.7,0.2,0.0,0.2
2020-02-18 12:15:00,0.0,8.5,8.6,0.2,0.0,0.1
