date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-04-24 0:0:00,0.0,0.1,0.0,4.5,0.0,4.7
2020-04-24 0:15:00,0.0,0.1,0.0,4.5,0.0,4.6
2020-04-24 0:30:00,0.0,0.1,0.0,4.5,0.0,4.6
2020-04-24 0:45:00,0.0,0.1,0.0,4.5,0.0,4.6
2020-04-24 1:0:00,0.0,0.1,0.0,4.5,0.0,4.6
2020-04-24 1:15:00,0.0,35.6,0.0,5.5,0.0,41.1
2020-04-24 1:30:00,0.0,41.7,0.0,6.1,0.0,47.8
2020-04-24 1:45:00,0.0,41.7,0.0,6.0,0.0,47.7
2020-04-24 2:0:00,0.0,41.7,0.0,4.3,0.0,46.0
2020-04-24 2:15:00,0.0,41.7,0.0,1.7,0.0,43.4
2020-04-24 2:30:00,0.0,41.7,0.0,1.5,0.0,43.2
2020-04-24 2:45:00,0.0,41.7,0.0,1.2,0.0,42.9
2020-04-24 3:0:00,0.0,41.7,0.0,1.0,0.0,42.7
2020-04-24 3:15:00,0.0,41.7,0.0,0.9,0.0,42.6
2020-04-24 3:30:00,0.0,41.7,0.0,1.0,0.0,42.6
2020-04-24 3:45:00,0.0,41.7,0.0,0.8,0.0,42.5
2020-04-24 4:0:00,0.0,41.7,0.0,2.0,0.0,43.6
2020-04-24 4:15:00,0.0,9.0,0.0,2.9,0.0,11.9
2020-04-24 4:30:00,0.0,0.1,0.0,2.0,0.0,2.2
2020-04-24 4:45:00,0.0,0.1,0.0,1.3,0.0,1.4
2020-04-24 5:0:00,0.0,0.1,0.0,0.5,0.0,0.6
2020-04-24 5:15:00,0.0,0.1,0.0,0.5,0.0,0.6
2020-04-24 5:30:00,0.0,0.1,0.0,0.5,0.0,0.6
2020-04-24 5:45:00,0.0,0.1,0.0,0.5,0.0,0.6
2020-04-24 6:0:00,0.0,0.1,0.0,0.5,0.0,0.7
2020-04-24 6:15:00,0.0,0.1,0.0,0.5,0.0,0.7
2020-04-24 6:30:00,0.0,0.1,0.0,0.5,0.0,0.7
2020-04-24 6:45:00,0.0,0.1,0.0,1.5,0.0,1.6
2020-04-24 7:0:00,0.0,0.1,0.0,2.1,0.0,2.2
2020-04-24 7:15:00,1.5,0.0,0.0,2.0,0.0,0.5
2020-04-24 7:30:00,0.7,0.0,0.0,1.2,0.0,0.5
2020-04-24 7:45:00,0.0,0.4,0.7,0.6,0.0,0.2
2020-04-24 8:0:00,0.0,2.9,2.9,0.5,0.0,0.5
