date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-08-20 0:0:00,7.1,0.0,0.0,7.7,0.0,0.6
2020-08-20 0:15:00,7.2,0.0,0.0,7.7,0.0,0.5
2020-08-20 0:30:00,7.2,0.0,0.0,7.7,0.0,0.5
2020-08-20 0:45:00,17.7,0.0,0.0,47.9,0.0,30.2
2020-08-20 1:0:00,0.0,0.1,0.0,2.9,0.0,3.0
2020-08-20 1:15:00,0.0,0.1,0.0,3.5,0.0,3.6
2020-08-20 1:30:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-08-20 1:45:00,0.0,0.1,0.0,2.5,0.0,2.6
2020-08-20 2:0:00,0.0,0.1,0.0,1.8,0.0,1.9
2020-08-20 2:15:00,0.0,0.1,0.0,1.7,0.0,1.8
2020-08-20 2:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-20 2:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-20 3:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-20 3:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-20 3:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-20 3:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-20 4:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-20 4:15:00,0.0,0.1,0.0,1.4,0.0,1.5
2020-08-20 4:30:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-08-20 4:45:00,0.0,0.1,0.0,1.8,0.0,1.9
2020-08-20 5:0:00,0.0,0.1,0.0,1.1,0.0,1.2
2020-08-20 5:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-20 5:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-08-20 5:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-20 6:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-20 6:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-08-20 6:30:00,0.0,0.1,0.0,0.3,0.0,0.5
