date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-01-17 0:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-01-17 0:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 0:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 0:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 1:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 1:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-01-17 1:30:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-01-17 1:45:00,0.0,0.1,0.0,0.7,0.0,0.9
2020-01-17 2:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 2:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 2:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 2:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 3:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 3:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 3:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 3:45:00,0.0,0.1,0.0,0.8,0.0,1.0
2020-01-17 4:0:00,0.0,0.1,0.0,1.8,0.0,1.9
2020-01-17 4:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 4:30:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-01-17 4:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 5:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 5:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 5:30:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-01-17 5:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 6:0:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-01-17 6:15:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-01-17 6:30:00,0.0,0.1,0.0,1.7,0.0,1.8
2020-01-17 6:45:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-01-17 7:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 7:15:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-01-17 7:30:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-01-17 7:45:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-01-17 8:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 8:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-17 8:30:00,0.0,0.1,0.0,0.5,0.0,0.7
2020-01-17 8:45:00,0.0,0.1,0.0,26.2,0.0,26.3
2020-01-17 9:0:00,0.0,0.1,0.0,40.6,0.0,40.7
2020-01-17 9:15:00,0.0,0.1,0.0,36.8,0.0,36.9
2020-01-17 9:30:00,0.0,0.1,0.0,31.6,0.0,31.7
2020-01-17 9:45:00,0.0,0.1,0.0,31.7,0.0,31.8
2020-01-17 10:0:00,0.0,0.0,0.4,31.8,0.0,31.3
2020-01-17 10:15:00,0.0,0.0,1.2,32.2,0.0,31.0
2020-01-17 10:30:00,0.0,0.0,0.0,32.3,0.0,32.3
2020-01-17 10:45:00,0.0,0.0,1.9,32.2,0.0,30.4
2020-01-17 11:0:00,0.0,0.0,8.3,42.3,0.0,34.1
2020-01-17 11:15:00,0.0,0.0,2.4,33.4,0.0,30.9
2020-01-17 11:30:00,0.0,0.8,3.2,34.4,0.0,31.9
2020-01-17 11:45:00,0.0,3.4,7.6,33.3,0.0,29.1
2020-01-17 12:0:00,0.0,0.0,2.6,32.1,0.0,29.5
2020-01-17 12:15:00,0.0,0.0,0.0,31.7,0.0,31.7
2020-01-17 12:30:00,0.0,0.0,1.0,31.8,0.0,30.8
2020-01-17 12:45:00,0.0,0.0,2.8,31.9,0.0,29.1
2020-01-17 13:0:00,0.0,0.0,2.6,32.3,0.0,29.7
2020-01-17 13:15:00,0.0,0.0,4.2,32.4,0.0,28.1
2020-01-17 13:30:00,0.0,0.0,2.6,33.1,0.0,30.5
2020-01-17 13:45:00,0.0,0.0,14.8,34.5,0.0,19.6
2020-01-17 14:0:00,0.0,0.0,11.9,33.1,0.0,21.1
2020-01-17 14:15:00,0.0,0.0,12.6,33.4,0.0,20.9
2020-01-17 14:30:00,0.0,0.0,11.0,33.3,0.0,22.3
2020-01-17 14:45:00,0.0,0.0,10.4,33.4,0.0,23.0
2020-01-17 15:0:00,0.0,0.0,8.1,56.2,0.0,48.1
2020-01-17 15:15:00,0.0,0.0,2.9,56.1,0.0,53.2
2020-01-17 15:30:00,0.0,0.0,0.9,57.9,0.0,57.1
2020-01-17 15:45:00,0.0,0.0,2.5,69.2,0.0,66.7
2020-01-17 16:0:00,0.0,0.3,4.7,58.8,0.0,54.4
2020-01-17 16:15:00,0.0,4.0,0.2,87.0,0.0,90.8
2020-01-17 16:30:00,0.0,0.0,0.0,135.4,0.0,135.4
2020-01-17 16:45:00,0.0,0.0,0.0,83.1,0.0,83.1
2020-01-17 17:0:00,0.0,0.1,0.0,80.1,0.0,80.2
2020-01-17 17:15:00,0.0,0.1,0.0,77.6,0.0,77.7
2020-01-17 17:30:00,0.0,0.1,0.0,76.2,0.0,76.4
2020-01-17 17:45:00,0.0,0.1,0.0,78.8,0.0,78.9
2020-01-17 18:0:00,0.0,0.1,0.0,87.5,0.0,87.6
