date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-12-13 0:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 0:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 0:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 0:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 1:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 1:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 1:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 1:45:00,0.6,0.1,0.0,1.0,0.0,0.5
2020-12-13 2:0:00,1.5,0.0,0.0,1.9,0.0,0.4
2020-12-13 2:15:00,0.2,0.1,0.0,0.5,0.0,0.4
2020-12-13 2:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-12-13 2:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 3:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 3:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 3:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 3:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 4:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 4:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 4:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 4:45:00,0.8,0.1,0.0,1.2,0.0,0.5
2020-12-13 5:0:00,1.5,0.0,0.0,1.9,0.0,0.4
2020-12-13 5:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 5:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 5:45:00,0.0,23.2,0.0,0.2,0.0,23.4
2020-12-13 6:0:00,0.0,33.3,0.0,0.2,0.0,33.5
2020-12-13 6:15:00,0.0,8.4,0.0,0.3,0.0,8.7
2020-12-13 6:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 6:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 7:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 7:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 7:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 7:45:00,0.0,0.1,0.0,1.6,0.0,1.7
2020-12-13 8:0:00,0.0,0.1,0.0,1.3,0.0,1.4
2020-12-13 8:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 8:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 8:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-13 9:0:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-12-13 9:15:00,0.0,0.1,0.0,0.2,0.0,0.3
2020-12-13 9:30:00,0.0,0.0,0.0,0.1,0.0,0.2
2020-12-13 9:45:00,0.0,0.0,0.0,0.0,0.0,0.1
2020-12-13 10:0:00,0.0,0.0,0.1,0.2,0.0,0.1
2020-12-13 10:15:00,0.0,0.0,0.2,0.2,0.0,0.0
2020-12-13 10:30:00,0.0,0.0,2.0,1.0,1.2,0.1
2020-12-13 10:45:00,0.3,0.0,1.1,1.9,0.0,0.5
2020-12-13 11:0:00,0.2,0.1,0.2,0.4,0.0,0.1
2020-12-13 11:15:00,0.0,0.7,0.7,0.0,0.0,0.0
2020-12-13 11:30:00,0.0,2.5,2.5,0.1,0.0,0.1
2020-12-13 11:45:00,18.9,0.8,1.8,0.5,19.5,0.0
2020-12-13 12:0:00,0.0,3.0,3.0,0.0,0.0,0.0
2020-12-13 12:15:00,0.0,2.7,2.7,0.0,0.0,0.0
2020-12-13 12:30:00,0.0,2.6,2.6,0.0,0.0,0.0
2020-12-13 12:45:00,0.0,4.5,4.7,0.2,0.1,0.0
2020-12-13 13:0:00,23.0,0.3,2.2,25.6,0.0,0.8
2020-12-13 13:15:00,39.9,0.0,1.1,41.4,0.1,0.5
2020-12-13 13:30:00,42.6,0.0,0.7,43.7,0.0,0.5
2020-12-13 13:45:00,24.8,0.0,3.2,28.1,0.4,0.6
2020-12-13 14:0:00,17.7,0.0,1.8,20.7,0.0,1.2
2020-12-13 14:15:00,9.3,0.0,0.8,10.2,0.0,0.4
2020-12-13 14:30:00,0.4,0.0,0.0,0.0,0.0,0.0
2020-12-13 14:45:00,0.2,0.0,0.0,12.0,0.0,11.9
2020-12-13 15:0:00,16.7,0.0,0.4,18.6,0.0,1.5
2020-12-13 15:15:00,18.6,0.0,0.0,19.1,0.0,0.5
2020-12-13 15:30:00,13.0,0.0,1.6,15.0,0.0,0.5
2020-12-13 15:45:00,2.8,0.0,0.8,4.1,0.0,0.5
2020-12-13 16:0:00,4.4,0.0,0.1,5.0,0.0,0.5
2020-12-13 16:15:00,5.0,0.0,0.2,5.7,0.0,0.5
