date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-07-29 0:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-07-29 0:15:00,0.7,0.1,0.0,1.1,0.0,0.6
2020-07-29 0:30:00,3.8,0.0,0.0,4.2,0.0,0.4
2020-07-29 0:45:00,2.9,0.0,0.0,3.3,0.0,0.4
2020-07-29 1:0:00,4.9,0.0,0.0,5.5,0.0,0.5
2020-07-29 1:15:00,6.7,0.0,0.0,7.9,0.0,1.2
2020-07-29 1:30:00,4.9,0.0,0.0,5.4,0.0,0.5
2020-07-29 1:45:00,4.4,0.0,0.0,4.9,0.0,0.5
2020-07-29 2:0:00,12.2,0.0,0.1,12.9,0.6,1.2
2020-07-29 2:15:00,13.0,0.0,0.1,14.7,0.2,1.8
2020-07-29 2:30:00,9.4,0.0,0.0,11.0,0.0,1.6
2020-07-29 2:45:00,6.8,0.0,0.0,7.3,0.0,0.5
2020-07-29 3:0:00,7.0,0.0,0.0,7.5,0.0,0.5
2020-07-29 3:15:00,6.9,0.0,0.0,7.4,0.0,0.5
2020-07-29 3:30:00,11.5,0.0,0.0,12.1,0.0,0.5
2020-07-29 3:45:00,11.3,0.0,0.0,11.8,0.0,0.5
2020-07-29 4:0:00,9.8,0.0,0.0,10.3,0.0,0.5
2020-07-29 4:15:00,9.4,0.0,0.0,9.9,0.0,0.5
2020-07-29 4:30:00,9.4,0.0,0.0,9.9,0.0,0.5
2020-07-29 4:45:00,9.4,0.0,0.0,9.8,0.0,0.5
2020-07-29 5:0:00,10.7,0.0,0.0,11.2,0.0,0.5
2020-07-29 5:15:00,9.7,0.0,0.0,10.2,0.0,0.5
2020-07-29 5:30:00,9.4,0.0,0.0,9.9,0.0,0.4
2020-07-29 5:45:00,0.7,0.1,0.0,9.6,0.0,9.0
2020-07-29 6:0:00,0.0,0.1,0.0,9.6,0.0,9.7
2020-07-29 6:15:00,0.0,0.1,0.0,10.6,0.0,10.8
2020-07-29 6:30:00,0.0,0.1,0.0,10.2,0.0,10.4
2020-07-29 6:45:00,0.0,0.1,0.0,9.4,0.0,9.5
2020-07-29 7:0:00,0.0,0.0,0.0,9.5,0.0,9.5
2020-07-29 7:15:00,0.0,0.0,0.0,9.4,0.0,9.4
2020-07-29 7:30:00,0.0,0.0,0.0,10.0,0.0,10.0
