date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-09-09 0:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 0:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 0:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-09-09 0:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 1:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 1:15:00,1.1,0.0,0.0,1.6,0.0,0.6
2020-09-09 1:30:00,1.5,0.0,0.0,2.0,0.0,0.5
2020-09-09 1:45:00,0.6,0.1,0.0,1.0,0.0,0.4
2020-09-09 2:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-09 2:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-09 2:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-09 2:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-09 3:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-09 3:15:00,0.5,0.1,0.0,0.9,0.0,0.5
2020-09-09 3:30:00,1.5,0.0,0.0,2.0,0.0,0.5
2020-09-09 3:45:00,1.1,0.0,0.0,1.5,0.0,0.4
2020-09-09 4:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-09 4:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 4:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 4:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 5:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-09 5:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 5:30:00,1.2,0.0,0.0,1.7,0.0,0.5
2020-09-09 5:45:00,0.4,0.1,0.0,1.8,0.0,1.5
2020-09-09 6:0:00,0.0,0.1,0.0,0.7,0.0,0.9
2020-09-09 6:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 6:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 6:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 7:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-09-09 7:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 7:30:00,0.0,0.1,0.0,0.9,0.0,0.9
2020-09-09 7:45:00,0.0,0.7,0.7,1.9,0.0,1.9
2020-09-09 8:0:00,0.0,5.3,5.2,1.4,0.0,1.4
2020-09-09 8:15:00,0.0,7.8,7.9,0.2,0.0,0.1
2020-09-09 8:30:00,0.0,4.5,4.5,0.2,0.0,0.2
2020-09-09 8:45:00,0.0,8.0,8.0,0.2,0.0,0.2
2020-09-09 9:0:00,0.0,8.1,8.2,0.3,0.0,0.3
2020-09-09 9:15:00,0.0,15.0,15.1,0.3,0.0,0.2
2020-09-09 9:30:00,0.0,11.7,13.0,0.6,0.9,0.1
2020-09-09 9:45:00,0.0,0.0,12.1,2.2,9.9,0.0
2020-09-09 10:0:00,0.0,0.0,4.6,1.9,2.7,0.0
2020-09-09 10:15:00,0.0,0.0,3.4,0.4,2.9,0.0
2020-09-09 10:30:00,0.0,0.0,4.0,0.5,3.5,0.0
2020-09-09 10:45:00,0.0,0.0,5.5,0.5,5.0,0.0
2020-09-09 11:0:00,0.0,0.0,5.5,0.5,5.0,0.0
2020-09-09 11:15:00,0.0,0.0,10.0,0.6,9.3,0.0
2020-09-09 11:30:00,0.0,0.0,22.3,0.6,21.6,0.0
2020-09-09 11:45:00,0.0,0.0,28.3,1.6,26.7,0.0
2020-09-09 12:0:00,0.0,0.0,26.5,2.2,24.4,0.0
2020-09-09 12:15:00,0.0,0.0,19.8,1.2,18.6,0.0
2020-09-09 12:30:00,0.0,0.0,16.7,0.6,16.1,0.0
2020-09-09 12:45:00,0.0,0.0,15.0,0.5,14.5,0.0
2020-09-09 13:0:00,0.0,0.0,9.0,0.5,8.5,0.0
2020-09-09 13:15:00,0.0,0.0,11.0,0.5,10.5,0.0
2020-09-09 13:30:00,0.0,0.0,11.3,0.5,10.9,0.0
2020-09-09 13:45:00,0.0,0.0,12.2,1.4,10.8,0.0
2020-09-09 14:0:00,0.0,0.0,18.3,2.1,16.2,0.0
2020-09-09 14:15:00,0.0,0.0,28.4,1.5,26.9,0.0
2020-09-09 14:30:00,0.0,0.0,25.7,0.5,25.2,0.0
2020-09-09 14:45:00,0.0,0.0,24.3,0.6,23.6,0.0
2020-09-09 15:0:00,0.0,0.0,20.8,0.6,20.1,0.0
2020-09-09 15:15:00,0.0,0.0,16.6,0.7,15.9,0.0
2020-09-09 15:30:00,0.0,0.0,17.0,0.7,16.4,0.0
2020-09-09 15:45:00,0.0,6.3,13.3,1.1,6.0,0.0
2020-09-09 16:0:00,0.0,1.8,8.6,2.0,4.7,0.0
2020-09-09 16:15:00,0.0,0.0,3.5,1.5,2.0,0.0
2020-09-09 16:30:00,0.0,1.6,5.5,0.4,3.6,0.1
2020-09-09 16:45:00,0.0,0.0,6.5,0.5,6.0,0.0
2020-09-09 17:0:00,0.0,0.0,6.2,0.5,5.7,0.0
2020-09-09 17:15:00,0.0,0.0,5.5,0.4,5.1,0.0
2020-09-09 17:30:00,0.0,0.0,4.7,0.5,4.2,0.0
2020-09-09 17:45:00,0.0,0.0,3.9,0.6,3.3,0.0
2020-09-09 18:0:00,0.0,0.0,3.6,2.0,1.6,0.0
2020-09-09 18:15:00,0.0,0.0,2.9,1.9,1.1,0.0
2020-09-09 18:30:00,0.0,0.0,2.3,0.5,1.8,0.0
2020-09-09 18:45:00,0.0,0.0,1.8,0.5,1.4,0.0
2020-09-09 19:0:00,0.0,0.0,0.9,0.5,0.4,0.0
2020-09-09 19:15:00,0.0,0.2,0.0,0.4,0.0,0.5
2020-09-09 19:30:00,0.0,0.0,0.0,0.3,0.0,0.3
2020-09-09 19:45:00,0.0,0.0,0.0,0.3,0.0,0.3
2020-09-09 20:0:00,1.4,0.0,0.0,1.9,0.0,0.5
2020-09-09 20:15:00,1.4,0.0,0.0,1.9,0.0,0.5
2020-09-09 20:30:00,0.2,0.1,0.0,0.6,0.0,0.5
2020-09-09 20:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 21:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 21:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 21:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 21:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-09-09 22:0:00,1.0,0.0,0.0,1.5,0.0,0.5
2020-09-09 22:15:00,1.5,0.0,0.0,2.0,0.0,0.5
2020-09-09 22:30:00,0.7,0.1,0.0,1.1,0.0,0.5
2020-09-09 22:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-09-09 23:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-09-09 23:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 23:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 23:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-09 24:0:00,0.3,0.1,0.0,0.8,0.0,0.5
