date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-03-23 0:0:00,11.1,0.0,0.0,11.7,0.0,0.5
2020-03-23 0:15:00,4.1,0.0,0.0,4.4,0.0,0.4
2020-03-23 0:30:00,1.1,0.0,0.0,1.5,0.0,0.4
2020-03-23 0:45:00,0.7,0.0,0.0,1.1,0.0,0.4
2020-03-23 1:0:00,0.7,0.0,0.0,1.1,0.0,0.5
2020-03-23 1:15:00,0.1,0.1,0.0,0.6,0.0,0.6
2020-03-23 1:30:00,0.0,0.1,0.0,2.1,0.0,2.2
2020-03-23 1:45:00,0.0,0.1,0.0,1.5,0.0,1.6
2020-03-23 2:0:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-03-23 2:15:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-03-23 2:30:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-03-23 2:45:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-03-23 3:0:00,0.0,0.1,0.0,1.5,0.0,1.6
2020-03-23 3:15:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-03-23 3:30:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-03-23 3:45:00,0.0,0.1,0.0,0.5,0.0,0.6
2020-03-23 4:0:00,0.0,0.1,0.0,0.5,0.0,0.7
2020-03-23 4:15:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-03-23 4:30:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-03-23 4:45:00,0.0,0.1,0.0,2.2,0.0,2.3
2020-03-23 5:0:00,0.0,0.1,0.0,1.1,0.0,1.3
2020-03-23 5:15:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-03-23 5:30:00,0.0,0.1,0.0,0.5,0.0,0.7
2020-03-23 5:45:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-03-23 6:0:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-03-23 6:15:00,0.0,0.1,0.0,1.3,0.0,1.4
2020-03-23 6:30:00,0.0,0.1,0.0,2.1,0.0,2.2
2020-03-23 6:45:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-03-23 7:0:00,0.0,0.1,0.0,0.5,0.0,0.7
2020-03-23 7:15:00,0.0,0.1,0.0,0.6,0.0,0.7
