date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-02-14 0:0:00,0.0,0.1,0.0,84.5,0.0,84.6
2020-02-14 0:15:00,0.0,0.1,0.0,58.0,0.0,58.2
2020-02-14 0:30:00,0.0,0.1,0.0,15.3,0.0,15.5
2020-02-14 0:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 1:0:00,0.0,0.1,0.0,1.0,0.0,1.2
2020-02-14 1:15:00,0.0,0.1,0.0,1.9,0.0,2.1
2020-02-14 1:30:00,0.0,0.1,0.0,0.5,0.0,0.6
2020-02-14 1:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 2:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 2:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 2:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 2:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 3:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 3:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 3:30:00,0.0,0.1,0.0,1.2,0.0,1.3
2020-02-14 3:45:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-02-14 4:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 4:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 4:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 4:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 5:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 5:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 5:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 5:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 6:0:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-02-14 6:15:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-02-14 6:30:00,0.0,0.1,0.0,0.5,0.0,0.6
2020-02-14 6:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 7:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 7:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 7:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 7:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 8:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 8:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-14 8:30:00,0.0,0.1,0.0,0.6,0.0,0.7
2020-02-14 8:45:00,0.0,0.0,0.0,2.1,0.0,2.1
2020-02-14 9:0:00,0.0,0.1,0.1,0.9,0.0,0.8
2020-02-14 9:15:00,0.0,1.1,1.1,0.3,0.0,0.3
2020-02-14 9:30:00,0.0,1.9,1.9,0.3,0.0,0.4
2020-02-14 9:45:00,0.0,0.9,1.0,0.3,0.0,0.2
2020-02-14 10:0:00,0.0,2.6,2.7,0.4,0.0,0.3
2020-02-14 10:15:00,0.0,10.7,10.9,0.4,0.0,0.3
2020-02-14 10:30:00,0.0,15.0,15.2,0.4,0.0,0.2
2020-02-14 10:45:00,0.0,22.2,22.3,0.2,0.0,0.1
2020-02-14 11:0:00,0.0,5.8,5.9,0.1,0.0,0.1
2020-02-14 11:15:00,0.0,2.8,4.2,1.7,0.0,0.4
2020-02-14 11:30:00,0.0,4.4,5.2,1.1,0.0,0.3
2020-02-14 11:45:00,0.0,8.4,8.5,0.1,0.0,0.0
2020-02-14 12:0:00,0.0,12.4,12.5,0.2,0.0,0.1
2020-02-14 12:15:00,0.0,7.7,7.7,0.1,0.0,0.0
2020-02-14 12:30:00,0.0,9.3,9.3,0.0,0.0,0.0
2020-02-14 12:45:00,0.0,9.7,9.7,0.1,0.0,0.1
2020-02-14 13:0:00,0.0,12.7,12.7,0.0,0.0,0.0
2020-02-14 13:15:00,0.0,7.3,7.3,0.0,0.0,0.0
2020-02-14 13:30:00,0.0,7.7,7.8,0.1,0.0,0.0
2020-02-14 13:45:00,0.0,5.2,6.7,1.7,0.1,0.3
2020-02-14 14:0:00,0.0,11.1,12.0,1.2,0.0,0.3
2020-02-14 14:15:00,0.0,9.5,9.5,0.1,0.0,0.1
2020-02-14 14:30:00,0.0,7.2,7.2,0.1,0.0,0.0
2020-02-14 14:45:00,0.0,5.2,5.2,0.1,0.0,0.0
2020-02-14 15:0:00,0.0,1.3,1.3,0.2,0.0,0.2
2020-02-14 15:15:00,0.0,1.2,1.1,0.2,0.0,0.3
2020-02-14 15:30:00,0.0,1.1,1.1,0.2,0.0,0.2
2020-02-14 15:45:00,0.0,2.1,2.1,0.1,0.0,0.1
2020-02-14 16:0:00,0.0,1.3,1.3,0.2,0.0,0.2
2020-02-14 16:15:00,0.8,0.2,1.0,1.8,0.1,0.4
2020-02-14 16:30:00,0.5,0.1,0.5,1.3,0.0,0.3
2020-02-14 16:45:00,0.0,0.2,0.2,0.2,0.0,0.2
2020-02-14 17:0:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-02-14 17:15:00,16.3,0.0,0.2,16.2,0.9,0.6
2020-02-14 17:30:00,34.4,0.0,0.0,45.1,0.2,11.0
2020-02-14 17:45:00,33.2,0.0,0.0,41.6,0.4,9.2
2020-02-14 18:0:00,32.7,0.0,0.0,40.2,0.2,8.0
2020-02-14 18:15:00,11.8,0.1,0.0,40.1,0.0,28.4
2020-02-14 18:30:00,0.0,0.1,0.0,41.1,0.0,41.2
2020-02-14 18:45:00,0.0,0.1,0.0,40.9,0.0,41.0
2020-02-14 19:0:00,0.0,0.1,0.0,41.0,0.0,41.2
2020-02-14 19:15:00,0.0,0.1,0.0,81.4,0.0,81.5
2020-02-14 19:30:00,0.0,0.1,0.0,77.7,0.0,77.9
2020-02-14 19:45:00,0.0,0.1,0.0,79.7,0.0,79.8
2020-02-14 20:0:00,0.0,0.1,0.0,74.7,0.0,74.8
2020-02-14 20:15:00,0.0,0.1,0.0,76.3,0.0,76.4
2020-02-14 20:30:00,0.0,0.1,0.0,77.2,0.0,77.3
2020-02-14 20:45:00,0.0,0.1,0.0,75.9,0.0,76.1
2020-02-14 21:0:00,0.0,0.1,0.0,74.1,0.0,74.2
2020-02-14 21:15:00,0.0,0.1,0.0,72.8,0.0,73.0
2020-02-14 21:30:00,0.0,0.1,0.0,80.2,0.0,80.4
