date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-06-29 0:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-06-29 0:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-06-29 0:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 0:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 1:0:00,0.2,0.1,0.0,0.6,0.0,0.5
2020-06-29 1:15:00,1.6,0.0,0.0,2.1,0.0,0.4
2020-06-29 1:30:00,0.6,0.1,0.0,1.0,0.0,0.5
2020-06-29 1:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 2:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 2:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 2:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 2:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-29 3:0:00,1.1,0.0,0.0,1.5,0.0,0.5
2020-06-29 3:15:00,1.3,0.0,0.0,1.7,0.0,0.4
2020-06-29 3:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 3:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 4:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 4:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 4:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 4:45:00,0.4,0.1,0.0,0.8,0.0,0.5
2020-06-29 5:0:00,1.5,0.0,0.0,2.0,0.0,0.5
2020-06-29 5:15:00,0.5,0.1,0.0,0.8,0.0,0.4
2020-06-29 5:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 5:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 6:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 6:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-29 6:30:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-06-29 6:45:00,0.0,0.0,0.0,1.4,0.0,1.4
2020-06-29 7:0:00,0.0,0.0,0.0,1.6,0.0,1.6
2020-06-29 7:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-29 7:30:00,0.0,0.2,0.2,0.1,0.0,0.0
2020-06-29 7:45:00,0.0,0.8,0.8,0.0,0.0,0.0
2020-06-29 8:0:00,0.0,1.0,1.0,0.0,0.0,0.0
2020-06-29 8:15:00,0.0,2.4,2.4,0.1,0.0,0.1
2020-06-29 8:30:00,0.0,3.1,3.5,0.3,0.2,0.1
2020-06-29 8:45:00,0.0,1.3,2.9,1.9,0.0,0.3
2020-06-29 9:0:00,0.0,3.4,4.1,0.8,0.0,0.2
2020-06-29 9:15:00,0.0,3.1,3.1,0.1,0.0,0.1
2020-06-29 9:30:00,0.0,3.1,3.1,0.1,0.0,0.1
2020-06-29 9:45:00,0.0,2.1,2.0,0.1,0.0,0.3
2020-06-29 10:0:00,0.0,2.7,2.7,0.2,0.0,0.3
2020-06-29 10:15:00,0.0,2.4,2.3,0.2,0.0,0.3
2020-06-29 10:30:00,0.0,0.9,1.6,1.2,0.0,0.5
2020-06-29 10:45:00,0.0,1.9,3.4,1.9,0.0,0.4
2020-06-29 11:0:00,0.0,4.4,4.4,0.1,0.0,0.0
2020-06-29 11:15:00,0.0,4.4,4.4,0.1,0.0,0.1
2020-06-29 11:30:00,0.0,4.7,4.8,0.1,0.0,0.1
2020-06-29 11:45:00,0.0,4.4,4.4,0.1,0.0,0.0
2020-06-29 12:0:00,0.0,4.3,5.4,0.1,1.0,0.0
2020-06-29 12:15:00,0.0,0.0,3.9,0.5,3.4,0.0
2020-06-29 12:30:00,0.0,0.0,3.7,2.0,1.7,0.0
2020-06-29 12:45:00,0.0,0.0,5.5,1.3,4.2,0.0
2020-06-29 13:0:00,0.0,0.0,5.9,0.4,5.4,0.0
2020-06-29 13:15:00,0.0,0.0,7.8,0.5,7.3,0.0
2020-06-29 13:30:00,0.0,0.0,5.9,0.4,5.5,0.0
2020-06-29 13:45:00,0.0,0.0,8.5,0.5,8.1,0.0
2020-06-29 14:0:00,0.0,0.0,8.8,0.4,8.3,0.0
2020-06-29 14:15:00,0.0,0.0,8.9,1.2,7.7,0.0
2020-06-29 14:30:00,0.0,0.0,9.8,2.0,7.8,0.0
2020-06-29 14:45:00,0.0,0.0,11.4,0.7,10.7,0.0
2020-06-29 15:0:00,0.0,0.0,8.0,0.5,7.6,0.0
2020-06-29 15:15:00,0.0,0.0,6.9,0.5,6.5,0.0
2020-06-29 15:30:00,0.0,0.0,9.7,0.5,9.2,0.0
2020-06-29 15:45:00,0.0,0.0,12.8,0.5,12.3,0.0
2020-06-29 16:0:00,0.0,0.0,9.6,0.4,9.1,0.0
2020-06-29 16:15:00,0.0,0.0,9.2,2.0,7.2,0.0
2020-06-29 16:30:00,0.0,0.0,7.1,1.3,5.8,0.0
2020-06-29 16:45:00,0.0,0.0,5.2,0.5,4.7,0.0
2020-06-29 17:0:00,0.0,0.0,7.2,0.5,6.7,0.0
2020-06-29 17:15:00,0.0,0.0,7.6,0.5,7.1,0.0
2020-06-29 17:30:00,0.0,0.0,6.4,0.5,6.0,0.0
2020-06-29 17:45:00,0.0,0.0,5.0,0.4,4.5,0.0
2020-06-29 18:0:00,0.0,0.0,2.2,1.3,1.1,0.3
2020-06-29 18:15:00,0.0,2.6,3.9,1.9,0.0,0.6
2020-06-29 18:30:00,0.0,3.2,3.2,0.1,0.0,0.0
2020-06-29 18:45:00,0.0,3.7,3.7,0.1,0.0,0.0
2020-06-29 19:0:00,0.0,1.1,2.4,0.3,1.0,0.0
2020-06-29 19:15:00,0.0,0.0,1.6,0.4,1.2,0.0
2020-06-29 19:30:00,0.0,0.8,1.5,0.3,0.5,0.2
2020-06-29 19:45:00,0.0,0.2,1.0,0.4,0.4,0.1
2020-06-29 20:0:00,0.4,0.0,1.1,2.0,0.0,0.5
2020-06-29 20:15:00,0.2,0.0,0.9,1.3,0.1,0.2
2020-06-29 20:30:00,0.0,0.0,0.5,0.5,0.0,0.0
2020-06-29 20:45:00,0.0,0.0,0.0,0.1,0.0,0.0
2020-06-29 21:0:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-29 21:15:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-29 21:30:00,0.0,0.0,0.0,0.0,0.0,0.0
2020-06-29 21:45:00,0.9,0.0,0.0,1.1,0.0,0.3
2020-06-29 22:0:00,1.5,0.0,0.0,1.9,0.0,0.4
2020-06-29 22:15:00,0.1,0.1,0.0,0.4,0.0,0.5
2020-06-29 22:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-29 22:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-06-29 23:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-06-29 23:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-06-29 23:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-06-29 23:45:00,1.5,0.0,0.0,2.0,0.0,0.5
2020-06-29 24:0:00,1.0,0.0,0.0,1.3,0.0,0.4
