date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-12-01 0:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 0:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 0:30:00,0.0,0.1,0.0,1.8,0.0,1.9
2020-12-01 0:45:00,0.0,0.1,0.0,1.1,0.0,1.3
2020-12-01 1:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 1:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 1:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 1:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 2:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 2:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 2:30:00,0.0,0.1,0.0,1.6,0.0,1.7
2020-12-01 2:45:00,0.0,0.1,0.0,1.3,0.0,1.5
2020-12-01 3:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 3:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 3:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 3:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 4:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 4:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 4:30:00,0.0,0.1,0.0,1.2,0.0,1.3
2020-12-01 4:45:00,0.0,0.1,0.0,1.8,0.0,1.9
2020-12-01 5:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 5:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 5:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 5:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 6:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 6:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-12-01 6:30:00,0.0,0.1,0.0,0.6,0.0,0.8
2020-12-01 6:45:00,0.0,0.1,0.0,2.0,0.0,2.1
2020-12-01 7:0:00,0.0,0.1,0.0,0.7,0.0,0.8
2020-12-01 7:15:00,0.0,0.1,0.0,2.5,0.0,2.6
2020-12-01 7:30:00,0.0,0.1,0.0,2.9,0.0,3.0
2020-12-01 7:45:00,0.0,0.1,0.0,2.6,0.0,2.8
2020-12-01 8:0:00,0.0,0.1,0.0,2.4,0.0,2.5
2020-12-01 8:15:00,0.0,0.1,0.0,2.2,0.0,2.3
2020-12-01 8:30:00,0.0,0.1,0.0,2.2,0.0,2.3
2020-12-01 8:45:00,0.0,0.1,0.0,5.9,0.0,6.0
2020-12-01 9:0:00,0.0,0.1,0.0,5.3,0.0,5.3
2020-12-01 9:15:00,0.0,0.0,0.2,1.7,0.0,1.6
2020-12-01 9:30:00,0.0,1.3,1.5,0.4,0.0,0.3
2020-12-01 9:45:00,0.0,3.6,3.6,0.5,0.0,0.5
2020-12-01 10:0:00,0.0,1.6,1.8,0.4,0.0,0.3
2020-12-01 10:15:00,0.0,7.5,7.6,0.4,0.0,0.3
2020-12-01 10:30:00,0.0,15.3,15.3,0.1,0.0,0.1
2020-12-01 10:45:00,0.0,15.6,17.2,2.1,0.0,0.4
2020-12-01 11:0:00,0.0,2.8,3.3,0.8,0.0,0.3
2020-12-01 11:15:00,0.0,9.3,9.3,0.1,0.0,0.1
2020-12-01 11:30:00,0.0,6.1,6.1,0.1,0.0,0.0
2020-12-01 11:45:00,0.0,5.1,5.2,0.1,0.0,0.1
2020-12-01 12:0:00,0.0,7.5,7.6,0.1,0.0,0.1
2020-12-01 12:15:00,0.0,6.1,6.4,0.5,0.0,0.1
2020-12-01 12:30:00,0.5,0.3,0.9,1.3,0.0,0.3
2020-12-01 12:45:00,0.0,13.1,14.3,1.5,0.0,0.3
2020-12-01 13:0:00,0.0,12.2,12.2,0.1,0.0,0.1
2020-12-01 13:15:00,0.0,3.1,3.1,0.1,0.0,0.1
2020-12-01 13:30:00,0.0,4.2,4.2,0.0,0.0,0.0
2020-12-01 13:45:00,0.0,10.3,10.3,0.1,0.0,0.1
2020-12-01 14:0:00,0.0,17.6,17.6,0.0,0.0,0.0
2020-12-01 14:15:00,0.0,9.4,9.5,0.1,0.0,0.0
2020-12-01 14:30:00,0.0,7.2,8.4,1.4,0.0,0.2
2020-12-01 14:45:00,9.0,6.2,7.9,11.1,0.6,1.0
2020-12-01 15:0:00,0.0,10.5,10.5,0.1,0.0,0.1
2020-12-01 15:15:00,0.0,2.7,2.7,0.2,0.0,0.2
2020-12-01 15:30:00,0.0,2.6,2.6,0.1,0.0,0.1
2020-12-01 15:45:00,0.0,1.6,1.6,0.1,0.0,0.1
2020-12-01 16:0:00,0.0,0.1,0.0,0.3,0.0,0.3
2020-12-01 16:15:00,0.0,0.0,0.0,0.2,0.0,0.2
2020-12-01 16:30:00,0.8,0.0,0.0,1.1,0.0,0.3
2020-12-01 16:45:00,1.2,0.0,0.0,1.6,0.0,0.4
2020-12-01 17:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-01 17:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-01 17:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-12-01 17:45:00,0.0,0.1,0.0,0.3,0.0,0.4
