date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-02-06 0:0:00,1.7,0.0,0.0,2.2,0.0,0.5
2020-02-06 0:15:00,1.6,0.0,0.0,2.5,0.0,0.9
2020-02-06 0:30:00,0.3,0.0,0.0,0.8,0.0,0.5
2020-02-06 0:45:00,0.2,0.0,0.0,0.7,0.0,0.5
2020-02-06 1:0:00,0.1,0.0,0.0,0.5,0.0,0.5
2020-02-06 1:15:00,1.3,0.0,0.0,1.8,0.0,0.5
2020-02-06 1:30:00,1.3,0.0,0.0,1.8,0.0,0.5
2020-02-06 1:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-06 2:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-06 2:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-06 2:30:00,0.6,0.1,0.0,1.1,0.0,0.5
2020-02-06 2:45:00,1.6,0.0,0.0,2.0,0.0,0.5
2020-02-06 3:0:00,0.4,0.1,0.0,0.8,0.0,0.5
2020-02-06 3:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-06 3:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-06 3:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-06 4:0:00,1.3,0.0,0.0,1.8,0.0,0.5
2020-02-06 4:15:00,1.5,0.0,0.0,1.9,0.0,0.4
2020-02-06 4:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-02-06 4:45:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-02-06 5:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-02-06 5:15:00,1.1,0.0,0.0,1.6,0.0,0.5
2020-02-06 5:30:00,3.0,0.0,0.0,3.6,0.0,0.5
2020-02-06 5:45:00,0.1,0.1,0.0,3.0,0.0,2.9
2020-02-06 6:0:00,0.0,0.0,0.0,0.8,0.0,0.8
2020-02-06 6:15:00,0.0,0.0,0.0,0.4,0.0,0.4
2020-02-06 6:30:00,0.0,0.7,0.8,0.4,0.0,0.4
2020-02-06 6:45:00,0.0,2.1,2.1,0.4,0.0,0.4
2020-02-06 7:0:00,0.0,3.9,3.9,2.1,0.0,2.1
2020-02-06 7:15:00,0.0,5.6,5.6,1.4,0.0,1.4
2020-02-06 7:30:00,0.0,7.4,7.4,0.2,0.0,0.2
2020-02-06 7:45:00,0.0,9.4,9.4,0.1,0.0,0.1
2020-02-06 8:0:00,0.0,11.3,11.3,0.1,0.0,0.1
2020-02-06 8:15:00,0.0,12.9,13.2,0.5,0.0,0.2
2020-02-06 8:30:00,0.0,13.5,15.1,2.1,0.0,0.5
2020-02-06 8:45:00,0.0,16.1,16.9,1.1,0.0,0.3
2020-02-06 9:0:00,0.0,18.5,18.6,0.1,0.0,0.1
2020-02-06 9:15:00,0.0,20.2,20.3,0.2,0.0,0.1
2020-02-06 9:30:00,0.0,21.8,21.8,0.1,0.0,0.1
2020-02-06 9:45:00,0.0,22.5,23.0,0.7,0.0,0.2
2020-02-06 10:0:00,0.0,22.7,24.3,2.1,0.0,0.4
2020-02-06 10:15:00,0.0,23.8,24.6,1.1,0.0,0.3
2020-02-06 10:30:00,14.5,4.0,23.1,56.7,0.0,23.1
2020-02-06 10:45:00,17.7,0.0,24.5,50.7,0.0,8.5
2020-02-06 11:0:00,34.9,0.0,24.7,67.5,0.0,8.0
2020-02-06 11:15:00,15.0,0.0,25.1,41.7,0.1,1.6
2020-02-06 11:30:00,5.3,10.6,27.3,22.4,0.2,0.8
2020-02-06 11:45:00,0.0,23.1,29.1,5.7,0.4,0.1
2020-02-06 12:0:00,0.0,24.4,29.1,4.7,0.2,0.2
2020-02-06 12:15:00,0.0,26.5,28.7,2.4,0.1,0.4
2020-02-06 12:30:00,0.0,17.1,25.8,9.0,0.1,0.4
2020-02-06 12:45:00,0.0,25.8,27.7,2.3,0.0,0.4
2020-02-06 13:0:00,0.0,27.5,30.7,3.6,0.0,0.4
2020-02-06 13:15:00,0.0,17.9,20.1,2.5,0.0,0.3
2020-02-06 13:30:00,0.0,11.5,12.9,1.9,0.0,0.4
2020-02-06 13:45:00,4.4,19.0,26.4,11.8,0.5,0.4
2020-02-06 14:0:00,0.0,22.5,24.1,1.9,0.0,0.3
2020-02-06 14:15:00,0.0,16.7,18.1,1.8,0.0,0.4
2020-02-06 14:30:00,0.0,20.3,22.8,2.8,0.0,0.3
2020-02-06 14:45:00,0.0,20.3,25.2,5.2,0.0,0.4
2020-02-06 15:0:00,6.5,9.8,26.0,21.4,1.7,0.4
2020-02-06 15:15:00,28.9,0.0,23.9,53.2,0.0,0.4
2020-02-06 15:30:00,29.9,0.0,22.3,52.5,0.0,0.4
2020-02-06 15:45:00,46.3,0.0,8.5,61.2,0.0,6.5
2020-02-06 16:0:00,43.6,0.0,15.0,100.3,0.0,41.6
2020-02-06 16:15:00,21.4,2.8,17.9,42.6,1.1,7.3
2020-02-06 16:30:00,3.6,15.0,19.9,8.7,0.2,0.3
2020-02-06 16:45:00,0.0,16.5,18.7,2.5,0.0,0.3
2020-02-06 17:0:00,0.0,15.6,18.9,3.5,0.0,0.3
2020-02-06 17:15:00,0.0,14.2,16.2,2.2,0.0,0.2
2020-02-06 17:30:00,0.0,12.1,13.8,2.0,0.0,0.3
2020-02-06 17:45:00,0.0,9.5,10.6,1.2,0.2,0.3
2020-02-06 18:0:00,0.0,8.3,9.8,2.0,0.0,0.4
2020-02-06 18:15:00,0.0,7.8,8.5,0.9,0.0,0.3
2020-02-06 18:30:00,0.0,7.9,7.9,0.1,0.0,0.0
2020-02-06 18:45:00,0.0,5.8,5.8,0.0,0.0,0.0
2020-02-06 19:0:00,0.0,5.7,5.9,0.3,0.0,0.1
2020-02-06 19:15:00,0.0,2.8,4.5,2.0,0.0,0.4
2020-02-06 19:30:00,0.0,1.1,2.0,1.1,0.0,0.2
2020-02-06 19:45:00,0.0,2.2,2.2,0.1,0.0,0.1
2020-02-06 20:0:00,0.0,1.6,1.5,0.2,0.0,0.3
2020-02-06 20:15:00,0.3,1.1,1.1,0.5,0.1,0.3
2020-02-06 20:30:00,1.0,0.0,0.7,2.1,0.0,0.4
2020-02-06 20:45:00,0.4,0.0,0.2,1.0,0.0,0.4
2020-02-06 21:0:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-02-06 21:15:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-02-06 21:30:00,0.0,0.0,0.0,0.2,0.0,0.2
2020-02-06 21:45:00,1.3,0.0,0.0,1.8,0.0,0.5
2020-02-06 22:0:00,0.9,0.0,0.0,1.4,0.0,0.5
2020-02-06 22:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-02-06 22:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-02-06 22:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-02-06 23:0:00,0.7,0.1,0.0,1.2,0.0,0.5
2020-02-06 23:15:00,1.5,0.0,0.0,1.9,0.0,0.5
2020-02-06 23:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-02-06 23:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-02-06 24:0:00,0.0,0.1,0.0,0.3,0.0,0.4
