date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-05-31 0:0:00,34.9,0.0,0.1,35.4,0.0,0.4
2020-05-31 0:15:00,39.8,0.0,0.1,44.4,0.0,4.4
2020-05-31 0:30:00,48.9,0.0,0.1,54.8,0.0,5.7
2020-05-31 0:45:00,47.5,0.0,0.1,48.6,0.0,1.0
2020-05-31 1:0:00,28.8,18.3,0.0,47.3,0.0,36.8
2020-05-31 1:15:00,19.1,28.6,0.0,47.2,0.0,56.7
2020-05-31 1:30:00,18.6,31.7,0.0,46.0,0.0,59.1
2020-05-31 1:45:00,17.8,32.1,0.0,45.3,0.0,59.5
2020-05-31 2:0:00,22.7,21.4,0.0,27.6,0.3,26.5
2020-05-31 2:15:00,9.7,0.0,0.0,10.5,0.0,0.9
2020-05-31 2:30:00,9.2,20.3,0.0,14.3,0.0,25.4
2020-05-31 2:45:00,21.3,19.7,0.1,35.5,0.0,33.9
2020-05-31 3:0:00,7.8,22.8,0.0,13.9,0.1,28.9
2020-05-31 3:15:00,10.3,0.0,0.0,10.7,0.0,0.5
2020-05-31 3:30:00,7.4,9.6,0.0,10.6,0.0,12.7
2020-05-31 3:45:00,5.4,21.0,0.0,10.4,0.0,26.0
2020-05-31 4:0:00,10.1,0.0,0.0,10.5,0.0,0.4
2020-05-31 4:15:00,6.0,21.1,0.0,10.7,0.0,25.8
2020-05-31 4:30:00,10.9,0.1,0.0,12.3,0.0,1.4
2020-05-31 4:45:00,7.1,20.2,0.0,11.9,0.0,25.0
2020-05-31 5:0:00,9.4,0.1,0.0,10.6,0.0,1.2
2020-05-31 5:15:00,7.4,11.3,0.0,10.7,0.0,14.5
2020-05-31 5:30:00,6.2,20.9,0.0,10.8,0.0,25.5
2020-05-31 5:45:00,1.1,0.7,0.0,10.6,0.0,10.2
2020-05-31 6:0:00,0.0,0.1,0.0,10.6,0.0,10.7
2020-05-31 6:15:00,0.0,0.0,0.0,10.3,0.0,10.3
2020-05-31 6:30:00,0.0,0.0,0.0,4.1,0.0,4.1
2020-05-31 6:45:00,0.0,0.1,0.1,2.9,0.0,2.9
2020-05-31 7:0:00,0.0,0.4,0.5,2.5,0.0,2.5
2020-05-31 7:15:00,0.0,1.1,1.1,2.8,0.0,2.8
2020-05-31 7:30:00,0.0,1.3,1.3,2.6,0.0,2.6
2020-05-31 7:45:00,0.0,1.7,1.7,2.6,0.0,2.6
2020-05-31 8:0:00,0.0,2.1,2.1,2.7,0.0,2.7
2020-05-31 8:15:00,0.8,0.5,2.7,4.2,0.0,1.2
2020-05-31 8:30:00,0.3,0.3,3.1,3.5,0.0,0.4
2020-05-31 8:45:00,0.0,2.5,4.5,2.6,0.0,0.5
2020-05-31 9:0:00,0.0,5.5,7.5,2.5,0.0,0.5
2020-05-31 9:15:00,0.0,14.1,16.2,2.5,0.0,0.5
2020-05-31 9:30:00,0.0,14.3,16.5,2.6,0.0,0.4
2020-05-31 9:45:00,0.0,15.2,17.2,2.5,0.0,0.5
2020-05-31 10:0:00,0.0,10.5,14.3,4.1,0.1,0.4
2020-05-31 10:15:00,0.0,10.6,14.0,3.8,0.0,0.4
2020-05-31 10:30:00,0.0,18.8,20.9,2.5,0.0,0.4
2020-05-31 10:45:00,0.0,19.5,21.6,2.5,0.0,0.4
2020-05-31 11:0:00,0.0,20.6,22.7,2.5,0.0,0.5
2020-05-31 11:15:00,0.0,17.7,19.8,2.5,0.0,0.4
2020-05-31 11:30:00,0.0,20.3,22.4,2.5,0.0,0.4
2020-05-31 11:45:00,0.0,23.8,26.9,3.6,0.0,0.5
2020-05-31 12:0:00,0.0,24.8,28.5,4.1,0.0,0.4
2020-05-31 12:15:00,0.0,21.4,23.7,2.7,0.0,0.4
2020-05-31 12:30:00,0.0,22.3,24.4,2.6,0.0,0.4
2020-05-31 12:45:00,0.0,21.4,23.6,2.6,0.0,0.4
2020-05-31 13:0:00,0.0,21.7,24.0,2.6,0.1,0.4
2020-05-31 13:15:00,0.0,22.5,24.6,2.6,0.0,0.5
2020-05-31 13:30:00,0.0,17.3,20.3,3.3,0.0,0.4
2020-05-31 13:45:00,0.0,23.6,27.3,4.1,0.0,0.4
2020-05-31 14:0:00,0.0,22.6,25.2,3.0,0.0,0.4
2020-05-31 14:15:00,0.0,22.5,24.5,2.5,0.0,0.4
2020-05-31 14:30:00,0.0,27.8,30.0,2.5,0.0,0.4
2020-05-31 14:45:00,0.0,22.0,24.0,2.5,0.0,0.4
2020-05-31 15:0:00,0.0,17.9,20.0,2.6,0.0,0.4
2020-05-31 15:15:00,0.0,16.6,20.5,4.2,0.1,0.4
2020-05-31 15:30:00,0.0,13.3,16.6,3.6,0.0,0.4
2020-05-31 15:45:00,0.0,17.5,19.5,2.5,0.0,0.4
2020-05-31 16:0:00,2.4,11.1,15.4,7.3,0.0,0.6
2020-05-31 16:15:00,14.4,0.0,20.8,35.7,0.0,0.5
2020-05-31 16:30:00,20.1,0.0,15.4,36.0,0.0,0.5
2020-05-31 16:45:00,19.6,0.0,15.6,35.7,0.1,0.6
2020-05-31 17:0:00,2.3,6.7,14.1,9.9,0.4,0.7
2020-05-31 17:15:00,1.5,9.5,15.8,8.0,0.8,1.0
2020-05-31 17:30:00,2.8,6.6,10.7,8.2,0.3,1.5
2020-05-31 17:45:00,16.8,2.3,9.1,24.4,0.1,0.9
2020-05-31 18:0:00,25.0,1.5,6.7,30.9,0.2,1.0
2020-05-31 18:15:00,37.8,0.0,6.1,44.2,0.0,0.4
2020-05-31 18:30:00,34.0,0.0,5.4,39.8,0.0,0.4
2020-05-31 18:45:00,32.2,0.0,5.1,37.8,0.0,0.4
2020-05-31 19:0:00,35.3,0.0,2.3,37.9,0.0,0.4
2020-05-31 19:15:00,36.1,0.0,1.9,38.4,0.0,0.4
2020-05-31 19:30:00,36.2,0.0,1.9,38.5,0.0,0.5
2020-05-31 19:45:00,37.3,0.0,1.9,39.6,0.0,0.4
2020-05-31 20:0:00,38.0,0.0,2.1,40.5,0.0,0.4
2020-05-31 20:15:00,37.2,0.0,1.5,39.2,0.0,0.4
2020-05-31 20:30:00,37.8,0.0,1.0,39.2,0.0,0.4
2020-05-31 20:45:00,20.2,21.2,0.7,37.6,0.0,37.9
2020-05-31 21:0:00,23.3,18.4,0.4,37.9,0.0,32.6
2020-05-31 21:15:00,21.8,19.0,0.3,39.9,0.0,36.7
2020-05-31 21:30:00,17.3,25.7,0.1,39.3,0.0,47.6
2020-05-31 21:45:00,21.6,22.0,0.0,38.7,0.0,39.1
2020-05-31 22:0:00,15.5,29.3,0.0,39.2,0.0,53.0
2020-05-31 22:15:00,21.5,18.7,0.1,39.1,0.0,36.3
2020-05-31 22:30:00,17.6,25.7,0.0,38.6,0.0,46.7
2020-05-31 22:45:00,22.2,22.8,0.0,40.4,0.0,41.0
2020-05-31 23:0:00,2.8,19.9,0.0,11.2,0.0,28.3
2020-05-31 23:15:00,2.7,0.0,0.0,3.2,0.0,0.5
2020-05-31 23:30:00,1.3,0.0,0.0,1.8,0.0,0.5
2020-05-31 23:45:00,0.0,0.1,0.0,0.5,0.0,0.6
2020-05-31 24:0:00,0.1,0.1,0.0,0.5,0.0,0.5
