date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-12-22 0:0:00,0.0,0.1,0.0,22.4,0.0,22.6
2020-12-22 0:15:00,0.0,0.1,0.0,22.4,0.0,22.5
2020-12-22 0:30:00,0.0,0.1,0.0,21.3,0.0,21.4
2020-12-22 0:45:00,0.0,0.1,0.0,7.3,0.0,7.4
2020-12-22 1:0:00,0.0,0.1,0.0,1.0,0.0,1.2
2020-12-22 1:15:00,0.0,0.1,0.0,1.0,0.0,1.2
2020-12-22 1:30:00,0.0,0.1,0.0,1.0,0.0,1.2
2020-12-22 1:45:00,0.0,0.1,0.0,1.0,0.0,1.2
2020-12-22 2:0:00,0.0,0.1,0.0,2.1,0.0,2.3
2020-12-22 2:15:00,0.0,0.1,0.0,1.8,0.0,1.9
2020-12-22 2:30:00,0.0,0.1,0.0,1.1,0.0,1.3
2020-12-22 2:45:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 3:0:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 3:15:00,0.0,0.1,0.0,1.0,0.0,1.2
2020-12-22 3:30:00,0.0,0.1,0.0,1.0,0.0,1.2
2020-12-22 3:45:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 4:0:00,0.0,0.1,0.0,2.6,0.0,2.8
2020-12-22 4:15:00,0.0,0.1,0.0,1.2,0.0,1.3
2020-12-22 4:30:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 4:45:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 5:0:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 5:15:00,0.0,0.1,0.0,1.0,0.0,1.2
2020-12-22 5:30:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 5:45:00,0.0,0.1,0.0,1.3,0.0,1.4
2020-12-22 6:0:00,0.0,0.1,0.0,2.5,0.0,2.6
2020-12-22 6:15:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 6:30:00,0.0,0.1,0.0,1.0,0.0,1.2
2020-12-22 6:45:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 7:0:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 7:15:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 7:30:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 7:45:00,0.0,0.1,0.0,1.3,0.0,1.4
2020-12-22 8:0:00,0.0,0.1,0.0,2.4,0.0,2.5
2020-12-22 8:15:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 8:30:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 8:45:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 9:0:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 9:15:00,0.0,0.1,0.0,1.0,0.0,1.1
2020-12-22 9:30:00,0.0,0.0,0.0,1.1,0.0,1.1
2020-12-22 9:45:00,0.0,0.0,0.0,1.1,0.0,1.1
2020-12-22 10:0:00,0.0,0.0,0.0,2.6,0.0,2.6
2020-12-22 10:15:00,0.0,0.0,0.0,1.4,0.0,1.4
2020-12-22 10:30:00,0.0,0.0,0.0,1.1,0.0,1.1
2020-12-22 10:45:00,0.0,0.0,0.1,1.1,0.0,1.1
2020-12-22 11:0:00,0.0,0.0,0.1,1.1,0.0,1.0
2020-12-22 11:15:00,0.0,9.3,0.5,1.1,0.0,9.9
2020-12-22 11:30:00,0.0,9.6,0.9,1.0,0.0,9.7
2020-12-22 11:45:00,0.0,4.5,0.6,1.0,0.0,4.9
2020-12-22 12:0:00,0.0,0.0,0.5,2.2,0.0,1.7
2020-12-22 12:15:00,0.0,0.0,0.3,1.9,0.0,1.6
2020-12-22 12:30:00,0.0,0.1,0.7,1.1,0.0,0.5
2020-12-22 12:45:00,0.0,0.1,0.2,1.1,0.0,1.0
2020-12-22 13:0:00,0.0,0.0,0.0,1.1,0.0,1.1
2020-12-22 13:15:00,0.0,0.0,0.1,1.1,0.0,1.1
2020-12-22 13:30:00,0.0,0.1,0.0,1.1,0.0,1.2
2020-12-22 13:45:00,0.0,0.0,0.0,1.1,0.0,1.1
2020-12-22 14:0:00,0.0,0.0,0.0,1.5,0.0,1.5
2020-12-22 14:15:00,0.0,0.0,0.0,2.4,0.0,2.4
2020-12-22 14:30:00,0.0,0.0,0.0,1.1,0.0,1.1
2020-12-22 14:45:00,0.0,0.0,0.0,1.1,0.0,1.1
2020-12-22 15:0:00,0.0,0.0,0.0,1.1,0.0,1.1
2020-12-22 15:15:00,0.0,0.1,0.0,1.2,0.0,1.2
2020-12-22 15:30:00,0.0,0.1,0.0,1.2,0.0,1.3
2020-12-22 15:45:00,0.0,0.1,0.0,1.2,0.0,1.3
2020-12-22 16:0:00,0.0,0.1,0.0,1.2,0.0,1.3
2020-12-22 16:15:00,0.0,0.1,0.0,2.3,0.0,2.4
2020-12-22 16:30:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-12-22 16:45:00,0.0,0.1,0.0,1.1,0.0,1.3
2020-12-22 17:0:00,0.0,0.1,0.0,2.7,0.0,2.8
2020-12-22 17:15:00,0.0,0.1,0.0,13.7,0.0,13.8
2020-12-22 17:30:00,0.0,0.1,0.0,13.6,0.0,13.7
2020-12-22 17:45:00,0.0,0.1,0.0,28.0,0.0,28.1
2020-12-22 18:0:00,0.0,0.1,0.0,31.2,0.0,31.3
