date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-01-08 0:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-01-08 0:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-01-08 0:30:00,0.2,0.1,0.0,0.5,0.0,0.5
2020-01-08 0:45:00,1.5,0.0,0.0,1.9,0.0,0.5
2020-01-08 1:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-08 1:15:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-01-08 1:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-01-08 1:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-01-08 2:0:00,1.6,0.0,0.0,2.0,0.0,0.5
2020-01-08 2:15:00,0.2,0.1,0.0,0.5,0.0,0.4
2020-01-08 2:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-08 2:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-08 3:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-01-08 3:15:00,1.3,0.0,0.0,1.8,0.0,0.5
2020-01-08 3:30:00,0.5,0.1,0.0,0.8,0.0,0.4
2020-01-08 3:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-08 4:0:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-08 4:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-01-08 4:30:00,1.0,0.0,0.0,1.5,0.0,0.5
2020-01-08 4:45:00,0.7,0.1,0.0,1.1,0.0,0.4
2020-01-08 5:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-01-08 5:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-01-08 5:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-08 5:45:00,0.0,0.1,0.0,1.1,0.0,1.2
2020-01-08 6:0:00,0.0,0.1,0.0,1.4,0.0,1.5
2020-01-08 6:15:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-08 6:30:00,0.0,0.1,0.0,0.2,0.0,0.4
2020-01-08 6:45:00,0.0,0.2,0.2,0.0,0.0,0.0
2020-01-08 7:0:00,0.0,0.2,0.2,0.5,0.0,0.5
2020-01-08 7:15:00,0.0,0.7,0.7,1.7,0.0,1.7
2020-01-08 7:30:00,0.0,1.0,1.0,0.0,0.0,0.0
2020-01-08 7:45:00,0.0,1.4,1.4,0.0,0.0,0.0
2020-01-08 8:0:00,0.0,2.9,2.9,0.0,0.0,0.0
2020-01-08 8:15:00,0.0,3.0,3.1,0.1,0.0,0.0
2020-01-08 8:30:00,0.0,8.5,10.0,2.0,0.0,0.5
2020-01-08 8:45:00,0.0,14.0,14.1,0.2,0.0,0.1
2020-01-08 9:0:00,0.0,9.0,9.0,0.0,0.0,0.1
2020-01-08 9:15:00,0.0,4.4,4.5,0.1,0.1,0.0
2020-01-08 9:30:00,0.0,0.0,6.3,0.4,5.8,0.0
2020-01-08 9:45:00,0.0,0.0,6.4,1.9,4.5,0.0
2020-01-08 10:0:00,0.0,0.0,5.5,0.7,4.8,0.0
2020-01-08 10:15:00,0.0,0.0,7.4,0.4,7.0,0.0
2020-01-08 10:30:00,0.0,0.0,6.4,0.4,6.0,0.0
2020-01-08 10:45:00,0.0,0.0,4.2,0.5,3.8,0.0
2020-01-08 11:0:00,0.0,0.0,17.5,1.9,15.6,0.0
2020-01-08 11:15:00,0.0,0.0,17.5,1.1,16.4,0.0
2020-01-08 11:30:00,0.0,0.0,14.8,0.6,14.3,0.0
2020-01-08 11:45:00,0.0,0.0,20.7,0.7,20.0,0.0
2020-01-08 12:0:00,0.0,0.0,19.9,0.6,19.3,0.0
2020-01-08 12:15:00,0.0,0.0,9.4,1.4,7.9,0.0
2020-01-08 12:30:00,0.0,0.0,13.2,1.3,11.8,0.0
2020-01-08 12:45:00,0.0,0.0,9.7,0.4,9.2,0.0
2020-01-08 13:0:00,0.0,0.0,6.8,0.4,6.3,0.0
2020-01-08 13:15:00,0.0,0.0,17.2,0.6,16.5,0.0
2020-01-08 13:30:00,0.1,0.0,11.4,1.3,10.2,0.0
2020-01-08 13:45:00,0.0,0.0,8.1,1.5,6.7,0.0
2020-01-08 14:0:00,0.0,0.0,7.9,0.4,7.5,0.0
2020-01-08 14:15:00,0.0,0.0,9.3,0.4,8.8,0.0
2020-01-08 14:30:00,0.0,0.0,8.6,0.5,8.1,0.0
2020-01-08 14:45:00,0.0,0.0,9.7,1.1,8.7,0.0
2020-01-08 15:0:00,0.0,0.0,3.2,1.6,1.6,0.0
2020-01-08 15:15:00,0.0,0.5,1.6,0.3,0.8,0.0
2020-01-08 15:30:00,0.0,4.0,4.0,0.1,0.0,0.0
2020-01-08 15:45:00,0.0,3.1,6.4,3.7,0.0,0.3
2020-01-08 16:0:00,0.2,1.8,9.5,5.2,2.9,0.2
2020-01-08 16:15:00,2.4,0.0,3.4,6.3,0.0,0.5
2020-01-08 16:30:00,0.6,0.0,3.7,4.7,0.0,0.4
2020-01-08 16:45:00,0.2,1.8,2.2,0.7,0.0,0.1
2020-01-08 17:0:00,0.0,0.9,0.9,0.1,0.0,0.0
2020-01-08 17:15:00,0.0,1.8,1.9,0.2,0.0,0.0
2020-01-08 17:30:00,0.0,3.2,4.6,2.0,0.0,0.5
2020-01-08 17:45:00,0.0,0.8,2.7,0.4,1.5,0.0
2020-01-08 18:0:00,0.7,0.0,0.3,1.4,0.0,0.4
2020-01-08 18:15:00,1.4,0.0,0.4,2.2,0.0,0.4
2020-01-08 18:30:00,0.6,0.0,0.7,1.6,0.1,0.4
2020-01-08 18:45:00,0.0,0.0,1.2,0.4,0.8,0.0
2020-01-08 19:0:00,0.0,0.0,1.8,0.4,1.4,0.0
2020-01-08 19:15:00,0.0,0.0,2.8,0.4,2.4,0.0
2020-01-08 19:30:00,0.2,0.0,2.4,2.4,0.3,0.1
2020-01-08 19:45:00,0.1,1.2,2.5,1.4,0.3,0.3
2020-01-08 20:0:00,0.0,2.1,2.2,0.2,0.0,0.1
2020-01-08 20:15:00,0.0,0.9,0.9,0.1,0.0,0.1
2020-01-08 20:30:00,0.3,1.6,2.2,1.0,0.1,0.2
2020-01-08 20:45:00,0.8,0.0,0.3,1.4,0.0,0.4
2020-01-08 21:0:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-01-08 21:15:00,0.0,0.0,0.0,0.1,0.0,0.1
2020-01-08 21:30:00,0.0,0.1,0.0,0.1,0.0,0.2
2020-01-08 21:45:00,1.0,0.0,0.0,1.5,0.0,0.5
2020-01-08 22:0:00,0.7,0.1,0.0,1.1,0.0,0.5
2020-01-08 22:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-01-08 22:30:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-08 22:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-01-08 23:0:00,1.2,0.0,0.0,1.7,0.0,0.5
2020-01-08 23:15:00,0.5,0.1,0.0,0.9,0.0,0.4
2020-01-08 23:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-01-08 23:45:00,0.0,0.1,0.0,0.3,0.0,0.4
2020-01-08 24:0:00,3.7,0.1,0.0,4.2,0.0,0.5
