date,Discharge(W),Charge(W),Production(W),Consumption(W),Feed-in(W),From grid(W)
2020-09-08 0:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-08 0:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-08 0:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-08 0:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-08 1:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-08 1:15:00,0.4,0.1,0.0,0.9,0.0,0.6
2020-09-08 1:30:00,1.6,0.0,0.0,2.1,0.0,0.5
2020-09-08 1:45:00,0.4,0.1,0.0,0.7,0.0,0.5
2020-09-08 2:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-08 2:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-08 2:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-09-08 2:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-08 3:0:00,1.2,0.0,0.0,1.7,0.0,0.5
2020-09-08 3:15:00,1.1,0.0,0.0,1.6,0.0,0.5
2020-09-08 3:30:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-09-08 3:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-08 4:0:00,0.0,0.1,0.0,0.4,0.0,0.5
2020-09-08 4:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-08 4:30:00,0.2,0.1,0.0,0.6,0.0,0.5
2020-09-08 4:45:00,1.6,0.0,0.0,2.3,0.0,0.7
2020-09-08 5:0:00,0.6,0.1,0.0,1.0,0.0,0.4
2020-09-08 5:15:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-08 5:30:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-08 5:45:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-08 6:0:00,0.0,0.1,0.0,0.3,0.0,0.5
2020-09-08 6:15:00,0.0,0.1,0.0,1.2,0.0,1.3
2020-09-08 6:30:00,0.0,0.1,0.0,1.9,0.0,2.0
2020-09-08 6:45:00,0.0,0.0,0.0,0.2,0.0,0.2
2020-09-08 7:0:00,0.0,0.5,0.5,0.0,0.0,0.0
2020-09-08 7:15:00,0.0,0.6,0.6,0.0,0.0,0.0
2020-09-08 7:30:00,0.0,2.9,2.9,0.0,0.0,0.0
2020-09-08 7:45:00,0.0,5.4,5.4,0.1,0.0,0.1
2020-09-08 8:0:00,0.0,7.6,7.6,1.8,0.0,1.8
2020-09-08 8:15:00,0.0,5.6,6.2,1.3,0.0,0.6
2020-09-08 8:30:00,0.0,5.9,5.9,0.0,0.0,0.0
2020-09-08 8:45:00,0.0,8.6,8.6,0.0,0.0,0.0
2020-09-08 9:0:00,0.0,9.3,9.3,0.0,0.0,0.0
2020-09-08 9:15:00,0.0,3.0,10.6,0.3,7.3,0.0
2020-09-08 9:30:00,0.0,0.0,22.4,1.1,21.3,0.0
2020-09-08 9:45:00,0.0,0.0,10.0,1.9,8.1,0.0
2020-09-08 10:0:00,0.0,0.0,17.2,0.7,16.5,0.0
2020-09-08 10:15:00,0.0,0.0,22.2,0.4,21.7,0.0
2020-09-08 10:30:00,0.0,0.0,24.6,0.5,24.1,0.0
2020-09-08 10:45:00,0.0,0.0,24.7,0.5,24.2,0.0
