date,Production(KWh),Consumption(KWh)
2023-08-22 0:00:00,0.0,7.42
2023-08-22 1:00:00,0.0,7.67
2023-08-22 2:00:00,0.0,7.38
2023-08-22 3:00:00,0.0,7.27
2023-08-22 4:00:00,0.0,7.12
2023-08-22 5:00:00,0.0,6.72
2023-08-22 6:00:00,0.59,6.68
2023-08-22 7:00:00,4.95,7.42
2023-08-22 8:00:00,16.39,7.97
2023-08-22 9:00:00,27.3,8.01
2023-08-22 10:00:00,35.33,10.36
2023-08-22 11:00:00,39.01,10.8
2023-08-22 12:00:00,40.77,11.2
2023-08-22 13:00:00,43.12,10.9
2023-08-22 14:00:00,42.68,10.75
2023-08-22 15:00:00,35.65,10.63
2023-08-22 16:00:00,13.82,11.25
2023-08-22 17:00:00,16.57,11.21
2023-08-22 18:00:00,6.49,10.85
2023-08-22 19:00:00,1.08,10.92
2023-08-22 20:00:00,0.0,10.9
2023-08-22 21:00:00,0.0,10.27
2023-08-22 22:00:00,0.0,9.92
2023-08-22 23:00:00,0.0,9.14
