date,Production(KWh),Consumption(KWh)
2023-10-29 0:00:00,0.0,9.07
2023-10-29 1:00:00,0.0,8.22
2023-10-29 2:00:00,0.0,7.57
2023-10-29 3:00:00,0.0,7.17
2023-10-29 4:00:00,0.0,6.42
2023-10-29 5:00:00,0.0,6.32
2023-10-29 6:00:00,0.0,6.36
2023-10-29 7:00:00,0.07,6.3
2023-10-29 8:00:00,4.35,6.32
2023-10-29 9:00:00,22.88,6.47
2023-10-29 10:00:00,33.93,7.26
2023-10-29 11:00:00,39.52,7.1
2023-10-29 12:00:00,41.57,7.42
2023-10-29 13:00:00,40.76,7.37
2023-10-29 14:00:00,37.57,7.51
2023-10-29 15:00:00,30.15,7.18
2023-10-29 16:00:00,18.66,6.93
2023-10-29 17:00:00,4.27,7.02
2023-10-29 18:00:00,0.0,6.61
2023-10-29 19:00:00,0.0,6.49
2023-10-29 20:00:00,0.0,6.31
2023-10-29 21:00:00,0.0,6.28
2023-10-29 22:00:00,0.0,5.95
2023-10-29 23:00:00,0.0,6.35
