date,Production(KWh),Consumption(KWh)
2023-09-22 0:00:00,0.0,11.53
2023-09-22 1:00:00,0.0,8.45
2023-09-22 2:00:00,0.0,7.57
2023-09-22 3:00:00,0.0,7.49
2023-09-22 4:00:00,0.0,7.64
2023-09-22 5:00:00,0.0,7.16
2023-09-22 6:00:00,0.0,6.78
2023-09-22 7:00:00,3.43,7.17
2023-09-22 8:00:00,13.25,8.23
2023-09-22 9:00:00,27.75,8.37
2023-09-22 10:00:00,37.83,8.79
2023-09-22 11:00:00,44.77,9.09
2023-09-22 12:00:00,47.28,10.73
2023-09-22 13:00:00,45.33,12.33
2023-09-22 14:00:00,41.92,11.96
2023-09-22 15:00:00,36.86,12.01
2023-09-22 16:00:00,24.95,12.36
2023-09-22 17:00:00,11.39,12.24
2023-09-22 18:00:00,1.31,11.68
2023-09-22 19:00:00,0.03,11.3
2023-09-22 20:00:00,0.0,11.8
2023-09-22 21:00:00,0.0,11.98
2023-09-22 22:00:00,0.0,11.2
2023-09-22 23:00:00,0.0,11.05
