date,Production(KWh),Consumption(KWh)
2023-11-27 0:00:00,0.0,8.97
2023-11-27 1:00:00,0.0,8.29
2023-11-27 2:00:00,0.0,7.54
2023-11-27 3:00:00,0.0,7.04
2023-11-27 4:00:00,0.0,6.03
2023-11-27 5:00:00,0.0,5.37
2023-11-27 6:00:00,0.0,5.64
2023-11-27 7:00:00,0.0,5.65
2023-11-27 8:00:00,0.0,5.43
2023-11-27 9:00:00,0.07,5.56
2023-11-27 10:00:00,0.41,6.35
2023-11-27 11:00:00,1.52,6.55
2023-11-27 12:00:00,3.4,6.63
2023-11-27 13:00:00,7.11,6.92
2023-11-27 14:00:00,6.11,6.96
2023-11-27 15:00:00,18.41,7.05
2023-11-27 16:00:00,2.32,7.59
2023-11-27 17:00:00,0.15,7.79
2023-11-27 18:00:00,0.0,7.88
2023-11-27 19:00:00,0.0,8.13
2023-11-27 20:00:00,0.0,8.17
2023-11-27 21:00:00,0.0,7.89
2023-11-27 22:00:00,0.0,7.56
2023-11-27 23:00:00,0.0,7.62
