date,Production(KWh),Consumption(KWh)
2023-10-30 0:00:00,0.0,6.42
2023-10-30 1:00:00,0.0,6.19
2023-10-30 2:00:00,0.0,6.34
2023-10-30 3:00:00,0.0,6.22
2023-10-30 4:00:00,0.0,5.99
2023-10-30 5:00:00,0.0,5.85
2023-10-30 6:00:00,0.0,5.63
2023-10-30 7:00:00,0.07,5.9
2023-10-30 8:00:00,3.24,5.89
2023-10-30 9:00:00,23.1,6.24
2023-10-30 10:00:00,34.93,5.65
2023-10-30 11:00:00,39.72,5.9
2023-10-30 12:00:00,41.44,6.03
2023-10-30 13:00:00,40.25,6.06
2023-10-30 14:00:00,37.0,6.29
2023-10-30 15:00:00,29.58,6.18
2023-10-30 16:00:00,18.45,6.27
2023-10-30 17:00:00,3.71,6.49
2023-10-30 18:00:00,0.0,6.52
2023-10-30 19:00:00,0.0,6.19
2023-10-30 20:00:00,0.0,6.18
2023-10-30 21:00:00,0.0,6.19
2023-10-30 22:00:00,0.0,6.21
2023-10-30 23:00:00,0.0,6.5
