date,Production(KWh),Consumption(KWh)
2023-08-29 0:00:00,0.0,6.91
2023-08-29 1:00:00,0.0,6.88
2023-08-29 2:00:00,0.0,6.08
2023-08-29 3:00:00,0.0,6.48
2023-08-29 4:00:00,0.0,6.64
2023-08-29 5:00:00,0.0,6.63
2023-08-29 6:00:00,0.11,6.45
2023-08-29 7:00:00,3.81,6.61
2023-08-29 8:00:00,15.21,6.71
2023-08-29 9:00:00,26.94,6.33
2023-08-29 10:00:00,35.17,6.93
2023-08-29 11:00:00,40.34,7.08
2023-08-29 12:00:00,42.46,7.61
2023-08-29 13:00:00,44.61,7.85
2023-08-29 14:00:00,41.92,8.45
2023-08-29 15:00:00,36.02,8.54
2023-08-29 16:00:00,27.04,9.69
2023-08-29 17:00:00,13.76,9.33
2023-08-29 18:00:00,4.85,9.22
2023-08-29 19:00:00,0.27,8.46
2023-08-29 20:00:00,0.0,8.33
2023-08-29 21:00:00,0.0,8.58
2023-08-29 22:00:00,0.0,7.9
2023-08-29 23:00:00,0.0,7.66
