date,Production(KWh),Consumption(KWh)
2023-12-25 0:00:00,0.0,7.65
2023-12-25 1:00:00,0.0,8.28
2023-12-25 2:00:00,0.0,7.88
2023-12-25 3:00:00,0.0,7.76
2023-12-25 4:00:00,0.0,7.62
2023-12-25 5:00:00,0.0,7.51
2023-12-25 6:00:00,0.0,7.38
2023-12-25 7:00:00,0.17,7.5
2023-12-25 8:00:00,1.38,7.89
2023-12-25 9:00:00,9.17,7.76
2023-12-25 10:00:00,26.53,7.81
2023-12-25 11:00:00,34.61,7.81
2023-12-25 12:00:00,35.09,7.99
2023-12-25 13:00:00,30.33,8.34
2023-12-25 14:00:00,18.63,8.55
2023-12-25 15:00:00,8.13,9.41
2023-12-25 16:00:00,0.66,10.24
2023-12-25 17:00:00,0.0,10.75
2023-12-25 18:00:00,0.0,10.99
2023-12-25 19:00:00,0.0,11.08
2023-12-25 20:00:00,0.0,11.15
2023-12-25 21:00:00,0.0,10.8
2023-12-25 22:00:00,0.0,10.43
2023-12-25 23:00:00,0.0,8.51
