date,Production(KWh),Consumption(KWh)
2023-08-27 0:00:00,0.0,7.32
2023-08-27 1:00:00,0.0,6.82
2023-08-27 2:00:00,0.0,6.81
2023-08-27 3:00:00,0.0,6.46
2023-08-27 4:00:00,0.0,6.1
2023-08-27 5:00:00,0.0,5.4
2023-08-27 6:00:00,1.0,5.59
2023-08-27 7:00:00,3.15,5.4
2023-08-27 8:00:00,15.09,5.41
2023-08-27 9:00:00,26.33,5.6
2023-08-27 10:00:00,34.72,5.5
2023-08-27 11:00:00,38.89,5.27
2023-08-27 12:00:00,34.25,5.62
2023-08-27 13:00:00,41.15,5.65
2023-08-27 14:00:00,39.34,5.64
2023-08-27 15:00:00,34.23,5.92
2023-08-27 16:00:00,20.14,5.91
2023-08-27 17:00:00,14.8,5.86
2023-08-27 18:00:00,3.44,6.26
2023-08-27 19:00:00,0.88,6.06
2023-08-27 20:00:00,0.0,5.92
2023-08-27 21:00:00,0.0,5.98
2023-08-27 22:00:00,0.0,6.18
2023-08-27 23:00:00,0.0,5.78
