date,Production(KWh),Consumption(KWh)
2023-10-23 0:00:00,0.0,5.820938
2023-10-23 1:00:00,0.0,5.714326
2023-10-23 2:00:00,0.0,5.633247
2023-10-23 3:00:00,0.0,5.5859675
2023-10-23 4:00:00,0.0,5.802817
2023-10-23 5:00:00,0.0,5.939083
2023-10-23 6:00:00,0.0,5.8397627
2023-10-23 7:00:00,0.83443207,5.9165154
2023-10-23 8:00:00,5.906449,5.8531213
2023-10-23 9:00:00,23.02906,5.6986966
2023-10-23 10:00:00,33.0375,5.6079473
2023-10-23 11:00:00,37.20107,6.688822
2023-10-23 12:00:00,38.259026,7.751371
2023-10-23 13:00:00,35.73242,9.04177
2023-10-23 14:00:00,30.887234,9.579046
2023-10-23 15:00:00,19.413687,10.057014
2023-10-23 16:00:00,10.095807,10.318514
2023-10-23 17:00:00,2.2659273,10.493143
2023-10-23 18:00:00,0.7115512,10.414664
2023-10-23 19:00:00,0.0,10.14358
2023-10-23 20:00:00,0.0,9.995286
2023-10-23 21:00:00,0.0,9.055018
2023-10-23 22:00:00,0.0,8.409895
2023-10-23 23:00:00,0.0,8.042977
