date,Production(KWh),Consumption(KWh)
2023-11-30 0:00:00,0.0,10.766625
2023-11-30 1:00:00,0.0,10.459395
2023-11-30 2:00:00,0.0,14.656745
2023-11-30 3:00:00,0.0,13.966156
2023-11-30 4:00:00,0.0,13.454493
2023-11-30 5:00:00,0.0,12.001224
2023-11-30 6:00:00,0.0,11.098581
2023-11-30 7:00:00,0.0,10.577871
2023-11-30 8:00:00,2.3402867,11.086264
2023-11-30 9:00:00,3.3132231,10.385888
2023-11-30 10:00:00,5.327807,9.60237
2023-11-30 11:00:00,4.9438276,8.817956
2023-11-30 12:00:00,4.332693,9.610396
2023-11-30 13:00:00,4.5310755,10.836191
2023-11-30 14:00:00,4.1189117,12.274558
2023-11-30 15:00:00,7.1178575,12.999801
2023-11-30 16:00:00,1.9297671,12.844759
2023-11-30 17:00:00,0.0,14.327202
2023-11-30 18:00:00,0.0,14.673414
2023-11-30 19:00:00,0.0,14.886649
2023-11-30 20:00:00,0.0,14.8856735
2023-11-30 21:00:00,0.0,14.896333
2023-11-30 22:00:00,0.0,15.245832
2023-11-30 23:00:00,0.0,15.000419
