date,Production(KWh),Consumption(KWh)
2023-08-26 0:00:00,0.0,6.15
2023-08-26 1:00:00,0.0,6.47
2023-08-26 2:00:00,0.0,6.39
2023-08-26 3:00:00,0.0,6.46
2023-08-26 4:00:00,0.0,6.39
2023-08-26 5:00:00,0.0,6.13
2023-08-26 6:00:00,1.83,6.58
2023-08-26 7:00:00,3.87,6.32
2023-08-26 8:00:00,14.0,6.84
2023-08-26 9:00:00,30.38,7.05
2023-08-26 10:00:00,37.57,7.42
2023-08-26 11:00:00,39.23,7.33
2023-08-26 12:00:00,41.55,7.39
2023-08-26 13:00:00,32.92,8.99
2023-08-26 14:00:00,34.14,8.99
2023-08-26 15:00:00,26.62,9.96
2023-08-26 16:00:00,19.76,9.53
2023-08-26 17:00:00,12.25,9.48
2023-08-26 18:00:00,1.93,9.77
2023-08-26 19:00:00,0.81,9.95
2023-08-26 20:00:00,0.0,9.86
2023-08-26 21:00:00,0.0,9.04
2023-08-26 22:00:00,0.0,8.48
2023-08-26 23:00:00,0.0,8.02
