date,Production(KWh),Consumption(KWh)
2023-12-23 0:00:00,0.0,9.31
2023-12-23 1:00:00,0.0,9.24
2023-12-23 2:00:00,0.0,9.51
2023-12-23 3:00:00,0.0,9.01
2023-12-23 4:00:00,0.0,8.2
2023-12-23 5:00:00,0.0,7.38
2023-12-23 6:00:00,0.0,6.75
2023-12-23 7:00:00,0.0,6.59
2023-12-23 8:00:00,1.32,6.4
2023-12-23 9:00:00,5.37,6.52
2023-12-23 10:00:00,25.68,6.82
2023-12-23 11:00:00,31.96,7.25
2023-12-23 12:00:00,15.82,7.6
2023-12-23 13:00:00,26.93,7.8
2023-12-23 14:00:00,9.21,8.19
2023-12-23 15:00:00,3.3,9.08
2023-12-23 16:00:00,0.47,10.03
2023-12-23 17:00:00,0.0,10.97
2023-12-23 18:00:00,0.0,11.71
2023-12-23 19:00:00,0.0,12.05
2023-12-23 20:00:00,0.0,12.11
2023-12-23 21:00:00,0.0,12.06
2023-12-23 22:00:00,0.0,11.75
2023-12-23 23:00:00,0.0,11.39
