date,Production(KWh),Consumption(KWh)
2023-12-21 0:00:00,0.0,5.66
2023-12-21 1:00:00,0.0,5.59
2023-12-21 2:00:00,0.0,5.62
2023-12-21 3:00:00,0.0,5.72
2023-12-21 4:00:00,0.0,8.38
2023-12-21 5:00:00,0.0,7.97
2023-12-21 6:00:00,0.0,7.83
2023-12-21 7:00:00,0.22,7.95
2023-12-21 8:00:00,1.44,8.03
2023-12-21 9:00:00,11.35,8.3
2023-12-21 10:00:00,27.8,8.41
2023-12-21 11:00:00,36.22,8.56
2023-12-21 12:00:00,37.16,8.81
2023-12-21 13:00:00,32.63,9.25
2023-12-21 14:00:00,19.3,9.98
2023-12-21 15:00:00,8.64,10.97
2023-12-21 16:00:00,0.29,11.87
2023-12-21 17:00:00,0.0,12.61
2023-12-21 18:00:00,0.0,13.02
2023-12-21 19:00:00,0.0,13.29
2023-12-21 20:00:00,0.0,13.5
2023-12-21 21:00:00,0.0,13.62
2023-12-21 22:00:00,0.0,13.68
2023-12-21 23:00:00,0.0,13.73
