date,Production(KWh),Consumption(KWh)
2023-12-26 0:00:00,0.0,8.14
2023-12-26 1:00:00,0.0,8.35
2023-12-26 2:00:00,0.0,8.53
2023-12-26 3:00:00,0.0,8.43
2023-12-26 4:00:00,0.0,8.4
2023-12-26 5:00:00,0.0,8.23
2023-12-26 6:00:00,0.0,8.11
2023-12-26 7:00:00,0.15,7.98
2023-12-26 8:00:00,2.02,7.98
2023-12-26 9:00:00,12.78,8.06
2023-12-26 10:00:00,27.56,8.33
2023-12-26 11:00:00,35.39,8.6
2023-12-26 12:00:00,36.42,8.74
2023-12-26 13:00:00,32.66,8.53
2023-12-26 14:00:00,20.55,8.41
2023-12-26 15:00:00,9.16,8.46
2023-12-26 16:00:00,0.8,8.64
2023-12-26 17:00:00,0.0,8.87
2023-12-26 18:00:00,0.0,9.15
2023-12-26 19:00:00,0.0,9.33
2023-12-26 20:00:00,0.0,9.31
2023-12-26 21:00:00,0.0,9.29
2023-12-26 22:00:00,0.0,8.55
2023-12-26 23:00:00,0.0,8.29
