date,Production(KWh),Consumption(KWh)
2023-10-30 0:00:00,0.0,7.18
2023-10-30 1:00:00,0.0,6.98
2023-10-30 2:00:00,0.0,6.78
2023-10-30 3:00:00,0.0,6.72
2023-10-30 4:00:00,0.0,6.66
2023-10-30 5:00:00,0.0,6.65
2023-10-30 6:00:00,0.0,6.92
2023-10-30 7:00:00,0.07,7.28
2023-10-30 8:00:00,3.24,7.57
2023-10-30 9:00:00,23.1,8.04
2023-10-30 10:00:00,34.93,7.14
2023-10-30 11:00:00,39.72,7.5
2023-10-30 12:00:00,41.44,7.68
2023-10-30 13:00:00,40.25,7.91
2023-10-30 14:00:00,37.0,7.83
2023-10-30 15:00:00,29.58,7.83
2023-10-30 16:00:00,18.45,7.86
2023-10-30 17:00:00,3.71,7.87
2023-10-30 18:00:00,0.0,7.56
2023-10-30 19:00:00,0.0,7.43
2023-10-30 20:00:00,0.0,7.67
2023-10-30 21:00:00,0.0,7.94
2023-10-30 22:00:00,0.0,8.01
2023-10-30 23:00:00,0.0,7.99
