date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-12-02 0:00:00,0.0,0.01,0.0,0.28,0.0,0.29,0.0
2020-12-02 1:00:00,0.0,2.41,0.0,0.26,0.0,2.67,0.0
2020-12-02 2:00:00,0.0,2.31,0.0,0.3,0.0,2.61,24.0
2020-12-02 3:00:00,0.0,2.5,0.0,0.25,0.0,2.75,45.0
2020-12-02 4:00:00,0.0,0.18,0.0,0.3,0.0,0.48,70.0
2020-12-02 5:00:00,0.0,0.01,0.0,0.19,0.0,0.2,72.0
2020-12-02 6:00:00,0.0,0.01,0.0,2.06,0.0,2.07,72.0
2020-12-02 7:00:00,0.95,0.0,0.01,1.22,0.01,0.27,72.0
2020-12-02 8:00:00,0.61,0.0,0.03,0.71,0.01,0.07,61.0
2020-12-02 9:00:00,0.52,0.07,0.29,0.76,0.01,0.03,53.0
2020-12-02 10:00:00,0.11,0.5,0.7,0.33,0.0,0.03,47.0
2020-12-02 11:00:00,0.0,0.68,0.84,0.19,0.0,0.03,49.0
2020-12-02 12:00:00,1.82,0.15,0.56,2.25,0.0,0.03,57.0
2020-12-02 13:00:00,0.44,0.02,0.19,0.63,0.02,0.04,35.0
2020-12-02 14:00:00,0.22,0.0,0.08,0.33,0.0,0.03,31.0
2020-12-02 15:00:00,0.07,0.0,0.08,0.18,0.0,0.03,28.0
2020-12-02 16:00:00,0.67,0.0,0.02,0.72,0.01,0.04,27.0
2020-12-02 17:00:00,1.43,0.0,0.01,2.63,0.01,1.2,18.0
2020-12-02 18:00:00,0.0,0.01,0.0,1.28,0.0,1.29,0.0
2020-12-02 19:00:00,0.0,0.01,0.0,1.07,0.0,1.08,0.0
2020-12-02 20:00:00,0.0,0.01,0.0,1.48,0.0,1.49,0.0
2020-12-02 21:00:00,0.0,0.01,0.0,1.85,0.0,1.85,0.0
2020-12-02 22:00:00,0.0,0.01,0.0,1.17,0.0,1.18,0.0
2020-12-02 23:00:00,0.0,0.01,0.0,0.57,0.0,0.58,0.0
