date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-01-12 0:00:00,0.0,0.01,0.0,0.54,0.0,0.55,9.0
2020-01-12 1:00:00,0.0,0.01,0.0,0.44,0.0,0.45,9.0
2020-01-12 2:00:00,0.0,0.01,0.0,0.19,0.0,0.2,9.0
2020-01-12 3:00:00,0.0,0.01,0.0,0.14,0.0,0.14,9.0
2020-01-12 4:00:00,0.0,0.01,0.0,0.2,0.0,0.2,9.0
2020-01-12 5:00:00,0.0,0.98,0.0,0.13,0.0,1.11,9.0
2020-01-12 6:00:00,0.0,1.95,0.0,0.17,0.0,2.12,17.0
2020-01-12 7:00:00,0.0,2.0,0.0,1.45,0.0,3.45,35.0
2020-01-12 8:00:00,1.72,0.17,0.01,2.03,0.0,0.46,55.0
2020-01-12 9:00:00,0.22,0.0,0.01,0.27,0.0,0.04,37.0
2020-01-12 10:00:00,0.14,0.02,0.12,0.28,0.0,0.04,33.0
2020-01-12 11:00:00,0.3,0.43,0.77,0.68,0.0,0.05,32.0
2020-01-12 12:00:00,0.75,0.35,0.78,1.23,0.0,0.05,32.0
2020-01-12 13:00:00,0.54,0.3,0.61,0.91,0.0,0.06,27.0
2020-01-12 14:00:00,1.14,0.0,0.16,1.55,0.0,0.26,24.0
2020-01-12 15:00:00,0.0,0.0,0.01,0.69,0.0,0.67,10.0
2020-01-12 16:00:00,0.0,0.01,0.0,0.31,0.0,0.32,10.0
2020-01-12 17:00:00,0.0,0.01,0.0,0.64,0.0,0.64,10.0
2020-01-12 18:00:00,0.0,0.01,0.0,0.5,0.0,0.51,9.0
2020-01-12 19:00:00,0.0,0.01,0.0,0.68,0.0,0.69,9.0
2020-01-12 20:00:00,0.0,0.01,0.0,0.41,0.0,0.42,9.0
2020-01-12 21:00:00,0.0,0.01,0.0,0.45,0.0,0.46,9.0
2020-01-12 22:00:00,0.0,0.01,0.0,0.53,0.0,0.54,9.0
2020-01-12 23:00:00,0.0,0.01,0.0,0.46,0.0,0.46,9.0
