date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-07-24 0:00:00,0.24,0.0,0.0,0.28,0.0,0.03,39.0
2020-07-24 1:00:00,0.21,0.0,0.0,0.25,0.0,0.03,35.0
2020-07-24 2:00:00,0.19,0.0,0.0,0.22,0.0,0.03,32.0
2020-07-24 3:00:00,0.21,0.0,0.0,0.24,0.0,0.03,29.0
2020-07-24 4:00:00,0.13,0.0,0.0,0.17,0.0,0.03,26.0
2020-07-24 5:00:00,0.47,0.0,0.0,1.85,0.0,1.38,24.0
2020-07-24 6:00:00,0.0,0.0,0.0,2.99,0.0,2.99,18.0
2020-07-24 7:00:00,0.0,0.03,0.03,0.15,0.0,0.15,18.0
2020-07-24 8:00:00,0.22,0.0,0.09,0.36,0.0,0.05,17.0
2020-07-24 9:00:00,0.12,0.0,0.1,0.25,0.0,0.03,15.0
2020-07-24 10:00:00,0.26,0.0,0.13,0.44,0.0,0.04,13.0
2020-07-24 11:00:00,0.18,0.0,0.17,0.38,0.0,0.03,9.0
2020-07-24 12:00:00,0.14,0.02,0.23,0.38,0.0,0.03,6.0
2020-07-24 13:00:00,0.17,0.13,0.35,0.44,0.0,0.05,5.0
2020-07-24 14:00:00,0.02,0.43,0.7,0.33,0.0,0.03,3.0
2020-07-24 15:00:00,0.02,0.16,0.34,0.23,0.0,0.04,8.0
2020-07-24 16:00:00,0.14,0.06,0.16,0.29,0.0,0.05,9.0
2020-07-24 17:00:00,0.24,0.0,0.14,0.41,0.0,0.03,8.0
2020-07-24 18:00:00,0.22,0.0,0.09,0.42,0.0,0.12,3.0
2020-07-24 19:00:00,0.0,0.01,0.0,0.22,0.0,0.23,0.0
2020-07-24 20:00:00,0.0,0.01,0.0,0.39,0.0,0.39,0.0
2020-07-24 21:00:00,0.0,0.01,0.0,0.38,0.0,0.39,0.0
2020-07-24 22:00:00,0.0,0.01,0.0,0.33,0.0,0.33,0.0
2020-07-24 23:00:00,0.0,0.01,0.0,0.46,0.0,0.47,0.0
