date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-06-03 0:00:00,0.0,0.01,0.0,0.35,0.0,0.35,0.0
2020-06-03 1:00:00,0.0,2.59,0.0,0.29,0.0,2.88,0.0
2020-06-03 2:00:00,0.0,3.0,0.0,0.24,0.0,3.24,25.0
2020-06-03 3:00:00,0.0,3.0,0.0,0.29,0.0,3.29,54.0
2020-06-03 4:00:00,0.0,0.17,0.0,0.25,0.0,0.41,83.0
2020-06-03 5:00:00,0.02,0.01,0.0,0.3,0.0,0.29,85.0
2020-06-03 6:00:00,0.0,0.01,0.0,0.29,0.0,0.3,84.0
2020-06-03 7:00:00,0.0,0.01,0.0,0.52,0.0,0.52,84.0
2020-06-03 8:00:00,0.0,0.01,0.0,0.24,0.0,0.25,84.0
2020-06-03 9:00:00,0.0,0.01,0.0,0.38,0.0,0.39,84.0
2020-06-03 10:00:00,0.0,0.01,0.0,0.29,0.0,0.3,84.0
2020-06-03 11:00:00,0.11,0.0,0.0,0.38,0.0,0.28,83.0
2020-06-03 12:00:00,1.21,0.0,0.0,0.28,0.0,0.02,82.0
2020-06-03 13:00:00,0.36,0.0,0.0,0.39,0.0,0.03,69.0
2020-06-03 14:00:00,0.27,0.0,0.0,0.3,0.0,0.03,65.0
2020-06-03 15:00:00,0.22,0.0,0.0,0.26,0.0,0.03,60.0
2020-06-03 16:00:00,0.27,0.0,0.0,0.3,0.0,0.03,57.0
2020-06-03 17:00:00,0.26,0.0,0.0,0.29,0.0,0.03,53.0
2020-06-03 18:00:00,0.39,0.0,0.0,0.42,0.0,0.03,48.0
2020-06-03 19:00:00,0.44,0.0,0.0,0.48,0.0,0.03,43.0
2020-06-03 20:00:00,0.6,0.0,0.0,0.64,0.0,0.04,38.0
2020-06-03 21:00:00,0.54,0.0,0.0,0.57,0.0,0.03,30.0
2020-06-03 22:00:00,0.36,0.0,0.0,0.4,0.0,0.04,24.0
2020-06-03 23:00:00,0.19,0.0,0.0,0.22,0.0,0.03,20.0
