date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-06-30 0:00:00,0.0,0.01,0.0,0.49,0.0,0.5,10.0
2020-06-30 1:00:00,0.0,0.01,0.0,0.57,0.0,0.58,10.0
2020-06-30 2:00:00,0.0,0.01,0.0,0.49,0.0,0.5,10.0
2020-06-30 3:00:00,0.0,0.01,0.0,0.45,0.0,0.45,10.0
2020-06-30 4:00:00,0.0,0.01,0.0,0.45,0.0,0.46,10.0
2020-06-30 5:00:00,0.0,1.28,0.0,0.46,0.0,1.73,10.0
2020-06-30 6:00:00,0.0,3.3,0.0,0.46,0.0,3.76,22.0
2020-06-30 7:00:00,0.0,3.3,0.0,0.45,0.0,3.75,53.0
2020-06-30 8:00:00,0.39,0.1,0.0,0.43,0.0,0.15,85.0
2020-06-30 9:00:00,0.44,0.0,0.0,0.47,0.0,0.03,82.0
2020-06-30 10:00:00,0.47,0.0,0.0,0.5,0.0,0.03,75.0
2020-06-30 11:00:00,1.41,0.0,0.0,1.58,0.0,0.18,70.0
2020-06-30 12:00:00,1.19,0.0,0.0,1.24,0.0,0.06,52.0
2020-06-30 13:00:00,1.0,0.0,0.0,1.03,0.0,0.04,37.0
2020-06-30 14:00:00,0.99,0.0,0.0,1.17,0.0,0.19,25.0
2020-06-30 15:00:00,0.23,0.01,0.0,0.88,0.0,0.66,13.0
2020-06-30 16:00:00,0.0,0.01,0.0,0.64,0.0,0.64,10.0
2020-06-30 17:00:00,0.0,0.01,0.0,0.6,0.0,0.61,10.0
2020-06-30 18:00:00,0.0,0.01,0.0,0.89,0.0,0.9,10.0
2020-06-30 19:00:00,0.0,0.01,0.0,2.72,0.0,2.73,10.0
2020-06-30 20:00:00,0.0,0.01,0.0,1.22,0.0,1.23,10.0
2020-06-30 21:00:00,0.0,0.01,0.0,0.81,0.0,0.82,10.0
2020-06-30 22:00:00,0.0,0.01,0.0,0.7,0.0,0.71,10.0
2020-06-30 23:00:00,0.0,0.01,0.0,0.7,0.0,0.71,10.0
