date,Discharge(KW),Charge(KW),Production(KW),Consumption(KW),Feed-in(KW),From grid(KW),State of Charge(%)
2020-04-28 0:00:00,0.0,0.01,0.0,0.61,0.0,0.62,0.0
2020-04-28 1:00:00,0.0,2.65,0.0,0.55,0.0,3.2,0.0
2020-04-28 2:00:00,0.0,3.0,0.0,0.52,0.0,3.52,24.0
2020-04-28 3:00:00,0.0,2.7,0.0,0.55,0.0,3.25,53.0
2020-04-28 4:00:00,0.0,0.16,0.0,0.53,0.0,0.69,78.0
2020-04-28 5:00:00,0.0,0.01,0.0,0.63,0.0,0.64,81.0
2020-04-28 6:00:00,0.0,0.01,0.0,0.52,0.0,0.53,81.0
2020-04-28 7:00:00,0.0,0.01,0.0,0.52,0.0,0.53,81.0
2020-04-28 8:00:00,0.46,0.0,0.0,0.5,0.0,0.04,80.0
2020-04-28 9:00:00,0.48,0.0,0.0,0.51,0.0,0.03,74.0
2020-04-28 10:00:00,0.49,0.0,0.0,0.51,0.0,0.02,69.0
2020-04-28 11:00:00,0.53,0.0,0.0,0.55,0.0,0.02,63.0
2020-04-28 12:00:00,0.68,0.0,0.0,0.72,0.0,0.05,57.0
2020-04-28 13:00:00,0.54,0.0,0.0,0.57,0.0,0.03,48.0
2020-04-28 14:00:00,0.58,0.36,0.0,0.64,0.0,0.42,42.0
2020-04-28 15:00:00,0.0,2.07,0.0,0.0,0.0,2.07,37.0
2020-04-28 16:00:00,0.0,2.07,0.0,0.0,0.0,2.07,57.0
2020-04-28 17:00:00,0.0,2.07,0.0,0.0,0.0,2.07,76.0
2020-04-28 18:00:00,0.0,0.52,0.0,0.0,0.0,0.52,96.0
2020-04-28 19:00:00,0.0,0.01,0.0,0.0,0.0,0.01,100.0
2020-04-28 20:00:00,0.0,0.01,0.0,0.0,0.0,0.01,100.0
2020-04-28 21:00:00,0.0,0.01,0.0,0.0,0.0,0.01,100.0
2020-04-28 22:00:00,0.0,0.01,0.0,0.0,0.0,0.01,100.0
2020-04-28 23:00:00,0.0,0.01,0.0,0.0,0.0,0.01,100.0
