date,Production(KWh),Consumption(KWh)
2023-11-23 0:00:00,0.0,10.36
2023-11-23 1:00:00,0.0,10.0
2023-11-23 2:00:00,0.0,8.56
2023-11-23 3:00:00,0.0,6.71
2023-11-23 4:00:00,0.0,6.39
2023-11-23 5:00:00,0.0,6.33
2023-11-23 6:00:00,0.0,6.4
2023-11-23 7:00:00,0.0,6.45
2023-11-23 8:00:00,1.76,7.04
2023-11-23 9:00:00,2.99,7.07
2023-11-23 10:00:00,9.44,7.12
2023-11-23 11:00:00,13.0,7.1
2023-11-23 12:00:00,6.74,7.46
2023-11-23 13:00:00,18.94,8.32
2023-11-23 14:00:00,5.97,10.84
2023-11-23 15:00:00,4.11,12.93
2023-11-23 16:00:00,1.13,13.38
2023-11-23 17:00:00,0.68,13.38
2023-11-23 18:00:00,0.0,13.18
2023-11-23 19:00:00,0.0,12.83
2023-11-23 20:00:00,0.0,12.51
2023-11-23 21:00:00,0.0,12.02
2023-11-23 22:00:00,0.0,11.73
2023-11-23 23:00:00,0.0,11.89
