date,Production(KWh),Consumption(KWh)
2023-10-21 0:00:00,0.0,8.24
2023-10-21 1:00:00,0.0,7.93
2023-10-21 2:00:00,0.0,7.51
2023-10-21 3:00:00,0.0,7.37
2023-10-21 4:00:00,0.0,6.76
2023-10-21 5:00:00,0.0,6.26
2023-10-21 6:00:00,0.0,6.19
2023-10-21 7:00:00,0.91,6.29
2023-10-21 8:00:00,7.69,6.22
2023-10-21 9:00:00,24.03,6.61
2023-10-21 10:00:00,34.47,6.36
2023-10-21 11:00:00,38.16,6.32
2023-10-21 12:00:00,39.51,6.37
2023-10-21 13:00:00,38.88,6.73
2023-10-21 14:00:00,28.89,6.36
2023-10-21 15:00:00,25.33,6.68
2023-10-21 16:00:00,9.73,6.82
2023-10-21 17:00:00,2.6,6.77
2023-10-21 18:00:00,0.69,6.39
2023-10-21 19:00:00,0.0,6.36
2023-10-21 20:00:00,0.0,6.21
2023-10-21 21:00:00,0.0,6.13
2023-10-21 22:00:00,0.0,6.02
2023-10-21 23:00:00,0.0,6.01
