date,Production(KWh),Consumption(KWh)
2023-11-24 0:00:00,0.0,11.19
2023-11-24 1:00:00,0.0,9.35
2023-11-24 2:00:00,0.0,7.59
2023-11-24 3:00:00,0.0,6.69
2023-11-24 4:00:00,0.0,6.48
2023-11-24 5:00:00,0.0,6.19
2023-11-24 6:00:00,0.0,6.02
2023-11-24 7:00:00,0.0,6.58
2023-11-24 8:00:00,3.32,6.24
2023-11-24 9:00:00,13.42,6.28
2023-11-24 10:00:00,18.39,6.46
2023-11-24 11:00:00,21.8,6.66
2023-11-24 12:00:00,22.56,6.61
2023-11-24 13:00:00,17.6,6.53
2023-11-24 14:00:00,17.5,6.43
2023-11-24 15:00:00,11.48,6.98
2023-11-24 16:00:00,6.92,6.9
2023-11-24 17:00:00,0.73,7.62
2023-11-24 18:00:00,0.0,7.43
2023-11-24 19:00:00,0.0,6.96
2023-11-24 20:00:00,0.0,6.71
2023-11-24 21:00:00,0.0,6.89
2023-11-24 22:00:00,0.0,6.87
2023-11-24 23:00:00,0.0,6.91
