date,Production(KWh),Consumption(KWh)
2023-11-26 0:00:00,0.0,6.39
2023-11-26 1:00:00,0.0,6.65
2023-11-26 2:00:00,0.0,6.32
2023-11-26 3:00:00,0.0,6.1
2023-11-26 4:00:00,0.0,6.48
2023-11-26 5:00:00,0.0,5.91
2023-11-26 6:00:00,0.0,5.84
2023-11-26 7:00:00,0.0,5.87
2023-11-26 8:00:00,1.53,5.83
2023-11-26 9:00:00,3.17,5.61
2023-11-26 10:00:00,6.92,5.91
2023-11-26 11:00:00,10.95,6.09
2023-11-26 12:00:00,8.4,5.91
2023-11-26 13:00:00,7.93,6.96
2023-11-26 14:00:00,9.14,7.83
2023-11-26 15:00:00,10.83,8.59
2023-11-26 16:00:00,5.0,8.59
2023-11-26 17:00:00,0.0,9.15
2023-11-26 18:00:00,0.0,9.44
2023-11-26 19:00:00,0.0,9.62
2023-11-26 20:00:00,0.0,9.55
2023-11-26 21:00:00,0.0,10.17
2023-11-26 22:00:00,0.0,9.89
2023-11-26 23:00:00,0.0,9.95
