date,Production(KWh),Consumption(KWh)
2023-12-27 0:00:00,0.0,8.28
2023-12-27 1:00:00,0.0,8.12
2023-12-27 2:00:00,0.0,8.34
2023-12-27 3:00:00,0.0,8.1
2023-12-27 4:00:00,0.0,7.98
2023-12-27 5:00:00,0.0,7.77
2023-12-27 6:00:00,0.0,7.78
2023-12-27 7:00:00,1.06,7.83
2023-12-27 8:00:00,1.56,7.69
2023-12-27 9:00:00,12.85,7.66
2023-12-27 10:00:00,28.46,7.82
2023-12-27 11:00:00,30.9,8.11
2023-12-27 12:00:00,35.63,7.95
2023-12-27 13:00:00,33.26,8.03
2023-12-27 14:00:00,18.33,8.1
2023-12-27 15:00:00,8.81,8.1
2023-12-27 16:00:00,1.25,8.09
2023-12-27 17:00:00,0.0,8.12
2023-12-27 18:00:00,0.0,8.35
2023-12-27 19:00:00,0.0,8.78
2023-12-27 20:00:00,0.0,8.32
2023-12-27 21:00:00,0.0,8.64
2023-12-27 22:00:00,0.0,8.72
2023-12-27 23:00:00,0.0,8.8
