date,Production(KWh),Consumption(KWh)
2023-12-23 0:00:00,0.0,8.97
2023-12-23 1:00:00,0.0,9.11
2023-12-23 2:00:00,0.0,8.65
2023-12-23 3:00:00,0.0,8.84
2023-12-23 4:00:00,0.0,8.65
2023-12-23 5:00:00,0.0,8.27
2023-12-23 6:00:00,0.0,7.8
2023-12-23 7:00:00,0.0,7.63
2023-12-23 8:00:00,2.82,7.21
2023-12-23 9:00:00,3.98,7.43
2023-12-23 10:00:00,16.31,7.56
2023-12-23 11:00:00,17.46,7.44
2023-12-23 12:00:00,9.78,7.5
2023-12-23 13:00:00,18.03,7.51
2023-12-23 14:00:00,14.78,8.35
2023-12-23 15:00:00,3.19,7.21
2023-12-23 16:00:00,1.29,7.47
2023-12-23 17:00:00,0.0,8.03
2023-12-23 18:00:00,0.0,7.8
2023-12-23 19:00:00,0.0,7.86
2023-12-23 20:00:00,0.0,7.27
2023-12-23 21:00:00,0.0,7.58
2023-12-23 22:00:00,0.0,7.64
2023-12-23 23:00:00,0.0,7.56
