date,Production(KWh),Consumption(KWh)
2023-08-24 0:00:00,0.0,7.59
2023-08-24 1:00:00,0.0,7.05
2023-08-24 2:00:00,0.0,6.7
2023-08-24 3:00:00,0.0,6.67
2023-08-24 4:00:00,0.0,6.71
2023-08-24 5:00:00,0.0,6.97
2023-08-24 6:00:00,0.99,7.53
2023-08-24 7:00:00,3.58,7.91
2023-08-24 8:00:00,15.88,5.89
2023-08-24 9:00:00,27.79,6.91
2023-08-24 10:00:00,28.27,7.99
2023-08-24 11:00:00,39.5,10.02
2023-08-24 12:00:00,17.21,11.35
2023-08-24 13:00:00,26.74,12.28
2023-08-24 14:00:00,14.79,12.48
2023-08-24 15:00:00,15.83,12.5
2023-08-24 16:00:00,12.84,12.25
2023-08-24 17:00:00,15.05,11.65
2023-08-24 18:00:00,3.65,11.49
2023-08-24 19:00:00,0.76,11.44
2023-08-24 20:00:00,0.0,10.72
2023-08-24 21:00:00,0.0,10.28
2023-08-24 22:00:00,0.0,10.06
2023-08-24 23:00:00,0.0,9.07
