date,Production(KWh),Consumption(KWh)
2023-08-23 0:00:00,0.0,8.64
2023-08-23 1:00:00,0.0,8.41
2023-08-23 2:00:00,0.0,8.12
2023-08-23 3:00:00,0.0,7.92
2023-08-23 4:00:00,0.0,7.29
2023-08-23 5:00:00,0.0,7.32
2023-08-23 6:00:00,1.15,7.02
2023-08-23 7:00:00,3.7,7.03
2023-08-23 8:00:00,16.09,7.84
2023-08-23 9:00:00,27.11,8.31
2023-08-23 10:00:00,29.26,9.54
2023-08-23 11:00:00,38.89,10.05
2023-08-23 12:00:00,39.77,11.07
2023-08-23 13:00:00,35.26,11.46
2023-08-23 14:00:00,34.51,11.65
2023-08-23 15:00:00,30.32,11.46
2023-08-23 16:00:00,15.35,11.41
2023-08-23 17:00:00,15.74,11.09
2023-08-23 18:00:00,4.68,10.87
2023-08-23 19:00:00,0.93,11.14
2023-08-23 20:00:00,0.0,10.9
2023-08-23 21:00:00,0.0,9.84
2023-08-23 22:00:00,0.0,8.84
2023-08-23 23:00:00,0.0,8.25
