date,Production(KWh),Consumption(KWh)
2023-08-31 0:00:00,0.0,9.37
2023-08-31 1:00:00,0.0,6.84
2023-08-31 2:00:00,0.0,6.41
2023-08-31 3:00:00,0.0,6.13
2023-08-31 4:00:00,0.0,6.43
2023-08-31 5:00:00,0.0,6.18
2023-08-31 6:00:00,1.7,6.37
2023-08-31 7:00:00,4.2,6.84
2023-08-31 8:00:00,17.39,7.01
2023-08-31 9:00:00,28.24,7.03
2023-08-31 10:00:00,31.76,7.25
2023-08-31 11:00:00,35.12,8.29
2023-08-31 12:00:00,38.26,10.18
2023-08-31 13:00:00,38.83,11.3
2023-08-31 14:00:00,35.71,10.91
2023-08-31 15:00:00,27.09,11.05
2023-08-31 16:00:00,26.39,11.46
2023-08-31 17:00:00,7.08,11.48
2023-08-31 18:00:00,4.6,10.49
2023-08-31 19:00:00,3.97,10.03
2023-08-31 20:00:00,0.0,10.15
2023-08-31 21:00:00,0.0,9.85
2023-08-31 22:00:00,0.0,8.92
2023-08-31 23:00:00,0.0,8.32
